name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.007063632936378014,0.007063632936378014
u_t_amb,1.6779016960600103e-05,1.6779016960600103e-05
capex_pv,0.2543648192150668,0.2543648192150668
opex_pv,0.012090862784648057,0.012090862784648057
capex_pemel,0.039565427933686524,0.039565427933686524
opex_pemel,0.011556484487124612,0.011556484487124612
life_pemel,0.000690728781666217,0.000690728781666217
repl_pemel,3.065641825747789e-05,3.065641825747789e-05
capex_dcdc,0.1438656860145757,0.1438656860145757
opex_dcdc,0.04118442373634034,0.04118442373634034
int_rate,0.40299024640844194,0.40299024640844194
infl_rate,0.08658025226685356,0.08658025226685356
