name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.05671588432405505,0.05760785740471
u_t_amb,5.2363748599890396e-05,0.00021118096550564548
capex_pv,0.12369922835533108,0.12540641220747267
opex_pv,0.003145569531315801,0.0033350926904617577
capex_pemel,0.2570051666899096,0.25986056386040013
opex_pemel,0.04411806226933002,0.045439740107218365
life_pemel,0.009433298707011477,0.0098902643497563
repl_pemel,0.00027088711358748657,0.000572325335151724
capex_dcdc,0.05992234332856995,0.0611140090641249
opex_dcdc,0.020159155879884722,0.021486178742726982
int_rate,0.3298765516833998,0.3330924987938405
infl_rate,0.08806918541405906,0.08951617943357727
