name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.0028619447477308104,0.0028780358100408345
u_t_amb,1.0256007112976483e-05,2.374717920930586e-05
capex_pv,0.47314739603641853,0.4793933610607456
opex_pv,0.012715496272017304,0.012748915223838963
capex_pemel,0.03652441036580957,0.036840274720209024
opex_pemel,0.006186976837906254,0.006305859676438116
life_pemel,0.0010901498529014423,0.0011361611386400837
repl_pemel,3.253302440933851e-05,5.8801354667965225e-05
capex_dcdc,0.01425559899130073,0.014526937989796481
opex_dcdc,0.004759606977886795,0.004985661005923711
int_rate,0.34911352208260255,0.35450239562990415
infl_rate,0.09198442647705829,0.09391753153743106
