name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.002835769364992318,0.002835769364992318
u_t_amb,4.4059732370736836e-05,4.4059732370736836e-05
capex_pv,0.47726680775436725,0.47726680775436725
opex_pv,0.01319525318249726,0.01319525318249726
capex_pemel,0.03089867794281935,0.03089867794281935
opex_pemel,0.00853500287948766,0.00853500287948766
life_pemel,0.000457180984194887,0.000457180984194887
repl_pemel,4.174236925309843e-06,4.174236925309843e-06
capex_dcdc,0.007659911235946043,0.007659911235946043
opex_dcdc,0.0020393027896729674,0.0020393027896729674
int_rate,0.36691832685552705,0.36691832685552705
infl_rate,0.09014553304119913,0.09014553304119913
