u_sol_irr,u_t_amb,capex_pv,opex_pv,capex_pemel,opex_pemel,life_pemel,repl_pemel,capex_dcdc,opex_dcdc,int_rate,infl_rate,LCOH,mh2
0.903737,0.014948,413.142776,18.452675,1622.248077,0.033596,81836.24268,0.156431,194.461823,0.0384,0.066474,0.022953,15.31428,22.071639
0.905299,-0.253802,544.002151,18.101112,1868.341827,0.03219,72773.74268,0.173228,126.493073,0.019962,0.051786,0.029672,15.079889,22.077699
1.005299,0.146198,419.002151,16.601112,1518.341827,0.04219,92773.74268,0.198228,176.493073,0.039962,0.071786,0.019672,15.337231,22.314875
1.055299,-0.053802,356.502151,18.851112,1693.341827,0.03719,82773.74268,0.160728,101.493073,0.049962,0.041786,0.014672,12.682331,22.423091
0.955299,0.346198,481.502151,17.351112,2043.341827,0.04719,62773.74268,0.185728,151.493073,0.029962,0.061786,0.024672,16.21609,22.197836
0.980299,-0.153802,450.252151,17.726112,1605.841827,0.04969,77773.74268,0.191978,138.993073,0.044962,0.046786,0.017172,14.51415,22.260197
1.080299,0.246198,575.252151,16.226112,1955.841827,0.03969,97773.74268,0.166978,188.993073,0.024962,0.066786,0.027172,17.136788,22.471718
1.030299,-0.353802,512.752151,18.476112,1780.841827,0.04469,87773.74268,0.179478,113.993073,0.014962,0.056786,0.022172,15.692565,22.372876
0.930299,0.046198,387.752151,16.976112,1430.841827,0.03469,67773.74268,0.154478,163.993073,0.034962,0.076786,0.012172,15.68335,22.139006
0.942799,-0.003802,497.127151,16.038612,1562.091827,0.03344,70273.74268,0.176353,145.243073,0.017462,0.079286,0.013422,17.66722,22.170124
1.042799,0.396198,372.127151,17.538612,1912.091827,0.04344,90273.74268,0.151353,195.243073,0.037462,0.059286,0.023422,14.298541,22.394147
1.092799,-0.203802,434.627151,16.788612,2087.091827,0.03844,80273.74268,0.188853,120.243073,0.047462,0.069286,0.028422,15.159478,22.499617
0.992799,0.196198,559.627151,18.288612,1737.091827,0.04844,60273.74268,0.163853,170.243073,0.027462,0.049286,0.018422,16.595857,22.286417
0.967799,-0.303802,403.377151,16.413612,1999.591827,0.04594,75273.74268,0.157603,132.743073,0.042462,0.064286,0.020922,15.063015,22.232135
1.067799,0.096198,528.377151,17.913612,1649.591827,0.03594,95273.74268,0.182603,182.743073,0.022462,0.044286,0.010922,15.609046,22.447569
1.017799,-0.103802,590.877151,17.163612,1474.591827,0.04094,85273.74268,0.170103,107.743073,0.012462,0.074286,0.015922,18.488843,22.344085
0.917799,0.296198,465.877151,18.663612,1824.591827,0.03094,65273.74268,0.195103,157.743073,0.032462,0.054286,0.025922,14.868186,22.105777
0.924049,-0.128802,379.939651,18.569862,2021.466827,0.035315,94023.74268,0.184166,154.618073,0.023712,0.045536,0.012797,13.966769,22.124699
1.024049,0.271198,504.939651,17.069862,1671.466827,0.045315,74023.74268,0.159166,104.618073,0.043712,0.065536,0.022797,15.975223,22.35503
1.074049,-0.328802,567.439651,17.819862,1496.466827,0.030315,64023.74268,0.196666,179.618073,0.033712,0.055536,0.027797,15.552327,22.463077
0.974049,0.071198,442.439651,16.319862,1846.466827,0.040315,84023.74268,0.171666,129.618073,0.013712,0.075536,0.017797,16.28031,22.244084
0.999049,-0.228802,536.189651,18.944862,1408.966827,0.042815,99023.74268,0.152916,167.118073,0.038712,0.050536,0.020297,15.620974,22.303581
1.099049,0.171198,411.189651,17.444862,1758.966827,0.032815,79023.74268,0.177916,117.118073,0.018712,0.070536,0.010297,15.6332,22.509371
1.049049,-0.028802,473.689651,18.194862,1933.966827,0.047815,69023.74268,0.165416,192.118073,0.028712,0.040536,0.015297,15.173355,22.410041
0.949049,0.371198,598.689651,16.694862,1583.966827,0.037815,89023.74268,0.190416,142.118073,0.048712,0.060536,0.025297,16.857599,22.182595
0.936549,-0.378802,426.814651,17.257362,1715.216827,0.039065,91523.74268,0.168541,173.368073,0.021212,0.063036,0.029047,14.320951,22.157523
