0.81628972, 0.36648985, 0.50838464, 0.19837430, 0.22095441, 4695.51731833, 
0.80859967, 0.37347760, 0.50748800, 0.21233865, 0.22003439, 4676.90217642, 
0.80125510, 0.37347760, 0.50627905, 0.23098201, 0.23640316, 4560.04081990, 
0.78060971, 0.39602169, 0.50180939, 0.19929411, 0.23285420, 5622.67667475, 
0.78017046, 0.39595841, 0.50118184, 0.23583869, 0.23620634, 3092.84322599, 
0.76353365, 0.41219528, 0.50044595, 0.19685477, 0.23275943, 4232.20133915, 
0.75544904, 0.41332199, 0.50185203, 0.20455302, 0.24226159, 4426.57686663, 
0.74063747, 0.42690170, 0.50151523, 0.19365125, 0.24270237, 4259.05216344, 
0.73170802, 0.42502565, 0.49892649, 0.19871211, 0.27286036, 4992.65892676, 
0.71540733, 0.44114397, 0.49610528, 0.20792983, 0.27948916, 5039.95856253, 
0.69742406, 0.46532794, 0.49924375, 0.17143028, 0.26174895, 5004.14142688, 
0.67098922, 0.51356151, 0.47254781, 0.18043388, 0.27004212, 4375.69690685, 
0.65132356, 0.51803822, 0.45774250, 0.14543741, 0.33920169, 4641.34874814, 
0.63880560, 0.53152579, 0.45826106, 0.14465287, 0.33790877, 5011.88171526, 
0.62406720, 0.54202863, 0.45803046, 0.12603220, 0.35650763, 5681.24274653, 
0.60026585, 0.57937303, 0.44408858, 0.13187419, 0.35006093, 4696.66375198, 
0.60026585, 0.55333110, 0.46387340, 0.16336596, 0.37328480, 5263.49655775, 
0.58952778, 0.54606811, 0.42596114, 0.14168517, 0.52190119, 5101.35936544, 
0.56865810, 0.55795300, 0.45954032, 0.13187419, 0.48788554, 4696.66375198, 
0.52280625, 0.59017402, 0.39531914, 0.11898719, 0.65816623, 4974.47489397, 
0.52141617, 0.59402134, 0.39389285, 0.16085780, 0.66761581, 5135.78739219, 
0.48803409, 0.62470073, 0.38474707, 0.13265467, 0.70964841, 3107.61506166, 
0.47105124, 0.63581832, 0.38392229, 0.09489563, 0.73278618, 5780.15142066, 
0.46324417, 0.63962302, 0.37998480, 0.12413979, 0.75922802, 5838.66378270, 
0.43886917, 0.65776631, 0.38101977, 0.06318883, 0.78428986, 5222.33352770, 
0.40442624, 0.68732856, 0.38761380, 0.07616449, 0.80954073, 4182.45014754, 
0.39053637, 0.68898391, 0.39891039, 0.10358546, 0.82924639, 5961.24848191, 
0.35985523, 0.74296159, 0.37299789, 0.04367531, 0.88525675, 4319.06336585, 
0.33399631, 0.76363606, 0.39792842, 0.04901443, 0.84614238, 5325.21990903, 
0.31944080, 0.77987450, 0.38153053, 0.02505404, 0.89758835, 5024.35475645, 
0.30093907, 0.77692443, 0.38000541, 0.04421568, 0.97019838, 4737.61312081, 
0.28394410, 0.79584587, 0.38943054, 0.06763143, 0.95886382, 5022.30413616, 
0.26701775, 0.82185650, 0.39438153, 0.04750378, 0.96352007, 5467.68675576, 
0.24807917, 0.83358608, 0.37676189, 0.03693973, 1.02445332, 5684.55942940, 
0.21435043, 0.87465091, 0.37527805, 0.01973445, 1.05586688, 4605.83787015, 
0.19916649, 0.89129401, 0.37689876, 0.04276164, 1.06933466, 5286.87804199, 
0.18549520, 0.89838204, 0.38241574, 0.04025959, 1.09530237, 5824.23752065, 
0.17774167, 0.89843080, 0.38906175, 0.03026285, 1.11583332, 3691.51477935, 
0.15581330, 0.93147392, 0.38821224, 0.04023627, 1.10855319, 5292.70585091, 
0.13973938, 0.94417665, 0.40099969, 0.00810168, 1.10797435, 3281.74259294, 
0.12490021, 0.95940439, 0.39360137, 0.00996047, 1.15677400, 3535.79415495, 
0.08729875, 1.00589615, 0.39301013, 0.05458011, 1.19206894, 5012.36058558, 
0.08474660, 0.99636972, 0.40206610, 0.05969579, 1.21048479, 5585.39872819, 
0.05992713, 1.02883531, 0.39790222, 0.03683734, 1.23764562, 4309.27185965, 
0.04796024, 1.04855641, 0.39742898, 0.05215648, 1.23766424, 4531.70076491, 
0.04204881, 1.04854423, 0.40027431, 0.05071652, 1.27467467, 4343.38855470, 
0.03539917, 1.04994414, 0.42065799, 0.05341702, 1.27984172, 4919.76468623, 
0.00275140, 1.08907112, 0.43100194, 0.03849927, 1.28005154, 5125.79656099, 
0.00246102, 1.07775386, 0.40861853, 0.03836603, 1.38571078, 4149.61501973, 
0.00213274, 1.05329453, 0.43223755, 0.04596963, 1.41001107, 5526.93964935, 
