name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.06902498195493689,0.07034397318844397
u_t_amb,7.624067237554626e-05,0.00048801531375133406
capex_pv,0.0971961007192183,0.09901237339975473
opex_pv,0.002325587384141106,0.0025645605824434897
capex_pemel,0.371264792730287,0.37471864092057927
opex_pemel,0.06535979991024989,0.06689038494502314
life_pemel,0.014178747579436981,0.014516091131949169
repl_pemel,0.00043781955862247097,0.0007766997901495047
capex_dcdc,0.004827274860536115,0.005063887280951171
opex_dcdc,0.0014889947753143097,0.00200891715564091
int_rate,0.28870649766338874,0.29201020241026737
infl_rate,0.07768952091508725,0.07902989515745253
