name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.1478018822190854,0.1478018822190854
u_t_amb,0.0004016775921955386,0.0004016775921955386
capex_pv,0.015161493422026643,0.015161493422026643
opex_pv,0.00045687589118884866,0.00045687589118884866
capex_pemel,0.46148593738701493,0.46148593738701493
opex_pemel,0.06868380327012363,0.06868380327012363
life_pemel,0.02721787247951946,0.02721787247951946
repl_pemel,4.035366511316617e-06,4.035366511316617e-06
capex_dcdc,0.0027642167303994583,0.0027642167303994583
opex_dcdc,0.003426931579431792,0.003426931579431792
int_rate,0.21280087309114584,0.21280087309114584
infl_rate,0.05979440097135703,0.05979440097135703
