name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.1657602833434984,0.16890225625249422
u_t_amb,6.647818577281295e-05,0.0004281276459416926
capex_pv,0.0160836389187143,0.016380511108148213
opex_pv,0.0007001500441542949,0.0012048089153618839
capex_pemel,0.4326863001830984,0.43909853105827573
opex_pemel,0.08003138691596617,0.08232831810107807
life_pemel,0.021456039319858032,0.022568504613027066
repl_pemel,0.00023950138827170728,0.0009388907668943025
capex_dcdc,0.003807161229515796,0.004580733302357836
opex_dcdc,0.0016643830514697863,0.002222861290527022
int_rate,0.20590648733649608,0.21119212480034097
infl_rate,0.060692162979478353,0.06106035924925917
