name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.14676893112903683,0.14676893112903683
u_t_amb,0.00032965603695022093,0.00032965603695022093
capex_pv,0.009045482382818935,0.009045482382818935
opex_pv,1.1882883476120265e-05,1.1882883476120265e-05
capex_pemel,0.4933874770971958,0.4933874770971958
opex_pemel,0.06881913845736165,0.06881913845736165
life_pemel,0.030463773628656113,0.030463773628656113
repl_pemel,8.35211723501375e-06,8.35211723501375e-06
capex_dcdc,0.0023994001802747095,0.0023994001802747095
opex_dcdc,0.003266771885554222,0.003266771885554222
int_rate,0.1899655126721565,0.1899655126721565
infl_rate,0.05553362152928391,0.05553362152928391
