name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.16262433016390826,0.1660616954275894
u_t_amb,8.746844507705748e-05,0.000604842236181275
capex_pv,0.0146526954368685,0.015202437197052618
opex_pv,0.00045885168260280016,0.0008407241770339288
capex_pemel,0.4476002311584238,0.4552705818241512
opex_pemel,0.0823155709314438,0.08480292237469463
life_pemel,0.022452363103476394,0.023388921652300672
repl_pemel,0.0002979651903797072,0.0009103001033900914
capex_dcdc,0.0030873348556089268,0.0037428929801161547
opex_dcdc,0.0012653935046674108,0.0017357689887272777
int_rate,0.1979933761617755,0.20394184779415872
infl_rate,0.05513435684069882,0.05552712776967313
