name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.09992277009766816,0.10183342759149486
u_t_amb,9.721912072014896e-05,0.00035808476612801356
capex_pv,0.05674935673260867,0.05765610095553478
opex_pv,0.0013682688682667909,0.0016506270990452908
capex_pemel,0.39235979999504683,0.3967529705371431
opex_pemel,0.07270080835212527,0.0738805811898075
life_pemel,0.016896808372371376,0.01741160426875597
repl_pemel,0.0002483089898643482,0.0005374561473660218
capex_dcdc,0.0085658607960806,0.009092274629092841
opex_dcdc,0.0029843830212271712,0.0035582272683369054
int_rate,0.26389553924240433,0.26754992248116394
infl_rate,0.07633373851136341,0.07759586096638398
