name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.07963976257755703,0.07963976257755703
u_t_amb,0.0007895746669960943,0.0007895746669960943
capex_pv,0.054442947094728786,0.054442947094728786
opex_pv,0.006868103696130918,0.006868103696130918
capex_pemel,0.3913814264249838,0.3913814264249838
opex_pemel,0.06812479823034959,0.06812479823034959
life_pemel,0.01941246848773851,0.01941246848773851
repl_pemel,0.00014304595286885918,0.00014304595286885918
capex_dcdc,0.004163000393441784,0.004163000393441784
opex_dcdc,0.0031983186155623896,0.0031983186155623896
int_rate,0.3022862111231106,0.3022862111231106
infl_rate,0.0695503427365316,0.0695503427365316
