name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.11230512972190833,0.11444901191831446
u_t_amb,0.00010196231962044324,0.00037728438546171927
capex_pv,0.046867802900337416,0.04767318078932474
opex_pv,0.00111509832257206,0.001409459586112231
capex_pemel,0.4099597352239236,0.41464766909186884
opex_pemel,0.07600461034472736,0.07725015355540434
life_pemel,0.0175821785259058,0.018122562357967636
repl_pemel,0.000258545348440517,0.000563144570596932
capex_dcdc,0.005092066730093785,0.005541636830569262
opex_dcdc,0.0017929199440668187,0.0023100496018682243
int_rate,0.24866790642291758,0.2523895634035034
infl_rate,0.07212850645669384,0.0733898216478003
