name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.08996075652287747,0.08996075652287747
u_t_amb,0.0008350923799326856,0.0008350923799326856
capex_pv,0.04515721184695854,0.04515721184695854
opex_pv,0.005978717823574701,0.005978717823574701
capex_pemel,0.41201358378330927,0.41201358378330927
opex_pemel,0.07089212481174825,0.07089212481174825
life_pemel,0.02071677197792931,0.02071677197792931
repl_pemel,0.00014982525811367087,0.00014982525811367087
capex_dcdc,0.0019220573588263163,0.0019220573588263163
opex_dcdc,0.0020305588449790815,0.0020305588449790815
int_rate,0.2845353871405812,0.2845353871405812
infl_rate,0.06580791225116936,0.06580791225116936
