name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.01491398244722428,0.015529636773516417
u_t_amb,0.00011148037083741293,0.0006187075432326211
capex_pv,0.07513299241337235,0.07639494413549144
opex_pv,0.0018999558048205807,0.0022511615156571583
capex_pemel,0.4484107867193662,0.452646873663668
opex_pemel,0.0839679008585911,0.08588136437318696
life_pemel,0.017656359222927256,0.018087493362993316
repl_pemel,0.000627442036843281,0.0010854937961052922
capex_dcdc,0.0004369759951679124,0.0006124526255072613
opex_dcdc,7.831685918762918e-05,0.0006872659178468107
int_rate,0.2719262394631539,0.2751160769665855
infl_rate,0.07730958480674094,0.07861651232797699
