name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.010824569079034946,0.010824569079034946
u_t_amb,0.00023793245162196975,0.00023793245162196975
capex_pv,0.08566742588768117,0.08566742588768117
opex_pv,0.003997773185480014,0.003997773185480014
capex_pemel,0.4401087613377126,0.4401087613377126
opex_pemel,0.0753216993456708,0.0753216993456708
life_pemel,0.015728827407631804,0.015728827407631804
repl_pemel,0.00024646652516061897,0.00024646652516061897
capex_dcdc,0.0007624886326232999,0.0007624886326232999
opex_dcdc,0.0017077227206493384,0.0017077227206493384
int_rate,0.29161914743032635,0.29161914743032635
infl_rate,0.07377718599640694,0.07377718599640694
