u_sol_irr,u_t_amb,capex_pv,opex_pv,capex_pemel,opex_pemel,life_pemel,repl_pemel,capex_dcdc,opex_dcdc,int_rate,infl_rate,LCOH,mh2
1.090456,-0.356927,582.088089,17.456581,1909.357452,0.046956,82617.49268,0.151939,171.414948,0.015431,0.060692,0.015531,16.674941,119.24251
0.990456,0.043073,457.088089,18.956581,1559.357452,0.036956,62617.49268,0.176939,121.414948,0.035431,0.040692,0.025531,11.940791,111.654587
0.965456,-0.256927,488.338089,16.331581,1821.857452,0.039456,77617.49268,0.195689,183.914948,0.010431,0.065692,0.013031,17.085944,109.710051
1.065456,0.143073,363.338089,17.831581,1471.857452,0.049456,97617.49268,0.170689,133.914948,0.030431,0.045692,0.023031,11.376565,117.327609
1.015456,-0.056927,425.838089,17.081581,1646.857452,0.034456,87617.49268,0.183189,158.914948,0.040431,0.075692,0.028031,13.520765,113.637266
0.915456,0.343073,550.838089,18.581581,1996.857452,0.044456,67617.49268,0.158189,108.914948,0.020431,0.055692,0.018031,18.463685,105.368147
0.921706,-0.081927,511.775589,18.675331,1843.732452,0.048831,91367.49268,0.169127,105.789948,0.034181,0.044442,0.021156,15.598771,105.996951
1.021706,0.318073,386.775589,17.175331,1493.732452,0.038831,71367.49268,0.194127,155.789948,0.014181,0.064442,0.011156,13.657796,114.033067
1.071706,-0.281927,449.275589,17.925331,1668.732452,0.043831,61367.49268,0.156627,130.789948,0.024181,0.054442,0.016156,13.987546,117.871242
0.971706,0.118073,574.275589,16.425331,2018.732452,0.033831,81367.49268,0.181627,180.789948,0.044181,0.074442,0.026156,17.765886,110.136236
0.996706,-0.381927,355.525589,18.300331,1581.232452,0.031331,96367.49268,0.187877,118.289948,0.029181,0.059442,0.013656,12.514974,112.246255
1.096706,0.018073,480.525589,16.800331,1931.232452,0.041331,76367.49268,0.162877,168.289948,0.049181,0.079442,0.023656,16.883953,119.603013
1.046706,-0.181927,543.025589,17.550331,1756.232452,0.036331,66367.49268,0.175377,143.289948,0.039181,0.049442,0.028656,13.178488,116.017334
0.946706,0.218073,418.025589,16.050331,1406.232452,0.046331,86367.49268,0.150377,193.289948,0.019181,0.069442,0.018656,13.770517,108.055226
0.934206,-0.231927,589.900589,16.987831,1537.482452,0.045081,93867.49268,0.178502,124.539948,0.031681,0.066942,0.017406,15.241879,107.099474
1.034206,0.168073,464.900589,18.487831,1887.482452,0.035081,73867.49268,0.153502,174.539948,0.011681,0.046942,0.027406,13.525808,115.00954
1.084206,-0.031927,402.400589,16.237831,2062.482452,0.040081,63867.49268,0.191002,149.539948,0.021681,0.076942,0.022406,17.473662,118.727023
0.984206,0.368073,527.400589,17.737831,1712.482452,0.030081,83867.49268,0.166002,199.539948,0.041681,0.056942,0.012406,14.692534,111.085221
0.959206,-0.131927,433.650589,17.362831,1974.982452,0.032581,98867.49268,0.159752,112.039948,0.026681,0.071942,0.029906,15.40904,109.170796
1.059206,0.268073,558.650589,18.862831,1624.982452,0.042581,78867.49268,0.184752,162.039948,0.046681,0.051942,0.019906,13.803814,116.839864
1.009206,-0.331927,496.150589,16.612831,1449.982452,0.037581,68867.49268,0.172252,137.039948,0.036681,0.061942,0.014906,13.224964,113.214521
0.909206,0.068073,371.150589,18.112831,1799.982452,0.047581,88867.49268,0.197252,187.039948,0.016681,0.041942,0.024906,14.497605,104.884715
0.912331,-0.119427,570.369339,16.284706,1657.794952,0.031018,60742.49268,0.154283,132.352448,0.049806,0.050067,0.018969,14.083604,105.196824
1.012331,0.280573,445.369339,17.784706,2007.794952,0.041018,80742.49268,0.179283,182.352448,0.029806,0.070067,0.028969,16.962796,113.323249
1.062331,-0.319427,382.869339,17.034706,1832.794952,0.036018,90742.49268,0.166783,107.352448,0.019806,0.040067,0.023969,11.743334,117.197775
0.962331,0.080573,507.869339,18.534706,1482.794952,0.046018,70742.49268,0.191783,157.352448,0.039806,0.060067,0.013969,14.885215,109.380764
0.987331,-0.219427,414.119339,16.659706,1920.294952,0.048518,65742.49268,0.185533,144.852448,0.014806,0.045067,0.026469,15.555206,111.464184
1.087331,0.180573,539.119339,18.159706,1570.294952,0.038518,85742.49268,0.160533,194.852448,0.034806,0.065067,0.016469,13.406528,118.905885
1.037331,-0.019427,476.619339,17.409706,1745.294952,0.043518,95742.49268,0.198033,119.852448,0.044806,0.055067,0.011469,14.684718,115.284314
0.937331,0.380573,351.619339,18.909706,2095.294952,0.033518,75742.49268,0.173033,169.852448,0.024806,0.075067,0.021469,18.469182,107.228249
0.949831,-0.369427,523.494339,17.972206,1964.044952,0.034768,63242.49268,0.194908,138.602448,0.047306,0.077567,0.022719,18.363238,108.44654
1.049831,0.030573,398.494339,16.472206,1614.044952,0.044768,83242.49268,0.169908,188.602448,0.027306,0.057567,0.012719,14.228479,116.203738
1.099831,-0.169427,460.994339,18.722206,1439.044952,0.039768,93242.49268,0.182408,113.602448,0.017306,0.067567,0.017719,12.109594,119.863224
0.999831,0.230573,585.994339,17.222206,1789.044952,0.049768,73242.49268,0.157408,163.602448,0.037306,0.047567,0.027719,15.207155,112.358075
0.974831,-0.069427,367.244339,17.597206,1526.544952,0.047268,68242.49268,0.163658,126.102448,0.012306,0.062567,0.010219,14.849293,110.430762
1.074831,0.330573,492.244339,16.097206,1876.544952,0.037268,88242.49268,0.188658,176.102448,0.032306,0.042567,0.020219,12.934797,117.96849
1.024831,-0.269427,554.744339,18.347206,2051.544952,0.042268,98242.49268,0.151158,101.102448,0.042306,0.072567,0.025219,17.301496,114.396145
0.924831,0.130573,429.744339,16.847206,1701.544952,0.032268,78242.49268,0.176158,151.102448,0.022306,0.052567,0.015219,14.3801,106.217127
0.918581,-0.294427,406.306839,17.315956,1460.919952,0.036643,81992.49268,0.19022,160.477448,0.033556,0.046317,0.023344,12.285106,105.776103
1.018581,0.105573,531.306839,18.815956,1810.919952,0.046643,61992.49268,0.16522,110.477448,0.013556,0.066317,0.013344,17.275767,113.841107
1.068581,-0.094427,593.806839,16.565956,1985.919952,0.031643,71992.49268,0.17772,185.477448,0.023556,0.056317,0.018344,15.358208,117.605217
0.968581,0.305573,468.806839,18.065956,1635.919952,0.041643,91992.49268,0.15272,135.477448,0.043556,0.076317,0.028344,14.781454,109.841866
0.993581,-0.194427,500.056839,16.940956,2073.419952,0.044143,86992.49268,0.17147,172.977448,0.028556,0.051317,0.010844,17.372467,111.954755
1.093581,0.205573,375.056839,18.440956,1723.419952,0.034143,66992.49268,0.19647,122.977448,0.048556,0.071317,0.020844,14.077533,119.343449
1.043581,-0.394427,437.556839,16.190956,1548.419952,0.049143,76992.49268,0.15897,197.977448,0.038556,0.041317,0.025844,12.474917,115.831715
0.943581,0.005573,562.556839,17.690956,1898.419952,0.039143,96992.49268,0.18397,147.977448,0.018556,0.061317,0.015844,16.773384,107.839462
0.931081,-0.044427,453.181839,18.253456,1767.169952,0.037893,84492.49268,0.162095,166.727448,0.031056,0.063817,0.019594,16.051206,106.791126
1.031081,0.355573,578.181839,16.753456,1417.169952,0.047893,64492.49268,0.187095,116.727448,0.011056,0.043817,0.029594,11.768051,114.73398
1.081081,-0.244427,515.681839,17.503456,1592.169952,0.032893,74492.49268,0.174595,191.727448,0.021056,0.073817,0.024594,13.467722,118.547522
0.981081,0.155573,390.681839,16.003456,1942.169952,0.042893,94492.49268,0.199595,141.727448,0.041056,0.053817,0.014594,15.900841,110.882482
0.956081,-0.344427,546.931839,18.628456,1679.669952,0.040393,89492.49268,0.180845,154.227448,0.026056,0.078817,0.027094,15.716512,108.959725
1.056081,0.055573,421.931839,17.128456,2029.669952,0.030393,69492.49268,0.155845,104.227448,0.046056,0.058817,0.017094,15.197659,116.656954
1.006081,-0.144427,359.431839,17.878456,1854.669952,0.045393,79492.49268,0.193345,179.227448,0.036056,0.068817,0.012094,17.525705,112.927739
0.906081,0.255573,484.431839,16.378456,1504.669952,0.035393,99492.49268,0.168345,129.227448,0.016056,0.048817,0.022094,12.17388,104.570456
0.904518,-0.013177,365.291214,16.776894,2002.326202,0.039299,66054.99268,0.15233,197.196198,0.036994,0.07413,0.025375,18.588113,104.493249
1.004518,0.386823,490.291214,18.276894,1652.326202,0.049299,86054.99268,0.17733,147.196198,0.016994,0.05413,0.015375,14.598446,112.690419
1.054518,-0.213177,552.791214,16.026894,1477.326202,0.034299,96054.99268,0.16483,172.196198,0.026994,0.06413,0.010375,12.960966,116.600011
0.954518,0.186823,427.791214,17.526894,1827.326202,0.044299,76054.99268,0.18983,122.196198,0.046994,0.04413,0.020375,15.307895,108.714597
0.979518,-0.313177,521.541214,17.151894,1564.826202,0.041799,61054.99268,0.18358,184.696198,0.021994,0.06913,0.017875,15.339939,110.859419
1.079518,0.086823,396.541214,18.651894,1914.826202,0.031799,81054.99268,0.15858,134.696198,0.041994,0.04913,0.027875,12.925543,118.364809
1.029518,-0.113177,459.041214,16.401894,2089.826202,0.046799,91054.99268,0.19608,159.696198,0.031994,0.07913,0.022875,18.6744,114.717017
0.929518,0.286823,584.041214,17.901894,1739.826202,0.036799,71054.99268,0.17108,109.696198,0.011994,0.05913,0.012875,16.295939,106.583215
0.942018,-0.263177,443.416214,18.839394,1608.576202,0.035549,68554.99268,0.199205,178.446198,0.039494,0.05663,0.011625,14.898345,107.767553
1.042018,0.136823,568.416214,17.339394,1958.576202,0.045549,88554.99268,0.174205,128.446198,0.019494,0.07663,0.021625,17.593153,115.602108
1.092018,-0.063177,505.916214,18.089394,1783.576202,0.030549,98554.99268,0.186705,153.446198,0.029494,0.04663,0.026625,11.483537,119.290419
0.992018,0.336823,380.916214,16.589394,1433.576202,0.040549,78554.99268,0.161705,103.446198,0.049494,0.06663,0.016625,13.17087,111.714073
0.967018,-0.163177,599.666214,18.464394,1871.076202,0.043049,63554.99268,0.167955,190.946198,0.024494,0.04163,0.024125,15.390969,109.817065
1.067018,0.236823,474.666214,16.964394,1521.076202,0.033049,83554.99268,0.192955,140.946198,0.044494,0.06163,0.014125,12.846592,117.420961
1.017018,-0.363177,412.166214,17.714394,1696.076202,0.048049,93554.99268,0.155455,165.946198,0.034494,0.05163,0.019125,14.003506,113.822646
0.917018,0.036823,537.166214,16.214394,2046.076202,0.038049,73554.99268,0.180455,115.946198,0.014494,0.07163,0.029125,18.302808,105.569602
0.923268,-0.388177,560.603714,16.495644,1805.451202,0.033674,87304.99268,0.191392,119.071198,0.040744,0.06788,0.01225,16.663649,106.197308
1.023268,0.011823,435.603714,17.995644,1455.451202,0.043674,67304.99268,0.166392,169.071198,0.020744,0.04788,0.02225,12.139729,114.217299
1.073268,-0.188177,373.103714,17.245644,1630.451202,0.038674,77304.99268,0.178892,144.071198,0.010744,0.07788,0.02725,13.754611,117.966941
0.973268,0.211823,498.103714,18.745644,1980.451202,0.048674,97304.99268,0.153892,194.071198,0.030744,0.05788,0.01725,17.660151,110.242044
0.998268,-0.088177,466.853714,16.120644,1717.951202,0.046174,82304.99268,0.172642,106.571198,0.015744,0.07288,0.02475,15.822024,112.304998
1.098268,0.311823,591.853714,17.620644,2067.951202,0.036174,62304.99268,0.197642,156.571198,0.035744,0.05288,0.01475,16.326748,119.650043
1.048268,-0.288177,529.353714,16.870644,1892.951202,0.041174,72304.99268,0.160142,131.571198,0.045744,0.06288,0.01975,16.088776,116.156782
0.948268,0.111823,404.353714,18.370644,1542.951202,0.031174,92304.99268,0.185142,181.571198,0.025744,0.04288,0.02975,10.686147,108.208521
0.935768,-0.138177,482.478714,17.808144,1411.701202,0.032424,89804.99268,0.157017,100.321198,0.043244,0.04038,0.026,10.30018,107.210324
1.035768,0.261823,357.478714,16.308144,1761.701202,0.042424,69804.99268,0.182017,150.321198,0.023244,0.06038,0.016,15.025761,115.106691
1.085768,-0.338177,419.978714,18.558144,1936.701202,0.037424,79804.99268,0.169517,125.321198,0.013244,0.05038,0.011,14.941314,118.905554
0.985768,0.061823,544.978714,17.058144,1586.701202,0.047424,99804.99268,0.194517,175.321198,0.033244,0.07038,0.021,15.23403,111.278994
0.960768,-0.238177,388.728714,18.183144,2024.201202,0.049924,84804.99268,0.175767,112.821198,0.018244,0.05538,0.0185,18.029377,109.322362
1.060768,0.161823,513.728714,16.683144,1674.201202,0.039924,64804.99268,0.150767,162.821198,0.038244,0.07538,0.0285,14.606659,116.976698
1.010768,-0.038177,576.228714,18.933144,1499.201202,0.044924,74804.99268,0.188267,137.821198,0.048244,0.04538,0.0235,12.929483,113.271728
0.910768,0.361823,451.228714,17.433144,1849.201202,0.034924,94804.99268,0.163267,187.821198,0.028244,0.06538,0.0135,16.746196,104.955788
0.907643,-0.200677,494.197464,18.511269,1685.138702,0.046487,75429.99268,0.182798,142.508698,0.035119,0.077255,0.027563,17.308656,104.807889
1.007643,0.199323,369.197464,17.011269,2035.138702,0.036487,95429.99268,0.157798,192.508698,0.015119,0.057255,0.017563,15.500002,112.974505
1.057643,-0.000677,431.697464,17.761269,1860.138702,0.041487,85429.99268,0.195298,117.508698,0.025119,0.067255,0.012563,15.802,116.78321
0.957643,0.399323,556.697464,16.261269,1510.138702,0.031487,65429.99268,0.170298,167.508698,0.045119,0.047255,0.022563,12.334865,108.925783
0.982643,-0.100677,400.447464,18.886269,1772.638702,0.033987,70429.99268,0.151548,130.008698,0.020119,0.062255,0.015063,15.056825,111.062604
1.082643,0.299323,525.447464,17.386269,1422.638702,0.043987,90429.99268,0.176548,180.008698,0.040119,0.042255,0.025063,10.739843,118.542933
1.032643,-0.300677,587.947464,18.136269,1597.638702,0.038987,80429.99268,0.164048,105.008698,0.030119,0.072255,0.020063,14.729266,114.992856
0.932643,0.099323,462.947464,16.636269,1947.638702,0.048987,60429.99268,0.189048,155.008698,0.010119,0.052255,0.010063,18.70695,106.892971
0.945143,-0.050677,541.072464,17.198769,2078.888702,0.047737,77929.99268,0.167173,136.258698,0.037619,0.054755,0.013813,19.390611,107.982293
1.045143,0.349323,416.072464,18.698769,1728.888702,0.037737,97929.99268,0.192173,186.258698,0.017619,0.074755,0.023813,14.413936,115.788314
1.095143,-0.250677,353.572464,16.448769,1553.888702,0.042737,87929.99268,0.154673,111.258698,0.027619,0.044755,0.028813,10.544471,119.550482
0.995143,0.149323,478.572464,17.948769,1903.888702,0.032737,67929.99268,0.179673,161.258698,0.047619,0.064755,0.018813,16.150805,112.003089
0.970143,-0.350677,447.322464,16.823769,1466.388702,0.030237,72929.99268,0.198423,148.758698,0.022619,0.049755,0.021313,11.694127,110.111846
1.070143,0.049323,572.322464,18.323769,1816.388702,0.040237,92929.99268,0.173423,198.758698,0.042619,0.069755,0.011313,16.427339,117.687548
1.020143,-0.150677,509.822464,16.073769,1991.388702,0.035237,82929.99268,0.185923,123.758698,0.032619,0.059755,0.016313,16.306691,114.015079
0.920143,0.249323,384.822464,17.573769,1641.388702,0.045237,62929.99268,0.160923,173.758698,0.012619,0.079755,0.026313,16.507152,105.791051
0.913893,-0.175677,423.884964,18.230019,1488.263702,0.040862,96679.99268,0.174986,164.383698,0.041369,0.061005,0.014438,14.097233,105.347091
1.013893,0.224323,548.884964,16.730019,1838.263702,0.030862,76679.99268,0.199986,114.383698,0.021369,0.041005,0.024438,13.026646,113.456834
1.063893,-0.375677,486.384964,18.980019,2013.263702,0.045862,66679.99268,0.162486,189.383698,0.011369,0.071005,0.029438,17.143211,117.325018
0.963893,0.024323,361.384964,17.480019,1663.263702,0.035862,86679.99268,0.187486,139.383698,0.031369,0.051005,0.019438,12.764067,109.520879
0.988893,-0.275677,580.134964,17.855019,1925.763702,0.038362,91679.99268,0.193736,151.883698,0.016369,0.076005,0.021938,17.174343,111.600177
