name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.09274784952659233,0.09492840917650866
u_t_amb,4.067389671972414e-05,0.0004463270622130527
capex_pv,0.014944132556981711,0.015385724169277146
opex_pv,0.0008107038935243091,0.0012954409768750925
capex_pemel,0.49303743924400234,0.5000155865613841
opex_pemel,0.09006572353821403,0.09257017641778413
life_pemel,0.023882045791400897,0.02479851322536111
repl_pemel,0.0003540396188605476,0.001208291052065114
capex_dcdc,0.0013083763127964,0.0019840539232756334
opex_dcdc,0.0006532240239643329,0.000909631966637719
int_rate,0.21275021604497313,0.218192088173267
infl_rate,0.05861169272497917,0.05905964012234096
