0.45742993, 0.65197357, 0.31173087, 0.02361143, 0.32965087, 1441.24189177, 
0.45051301, 0.65344229, 0.31063365, 0.02951502, 0.33612981, 2501.14038554, 
0.43981179, 0.65702694, 0.31096302, 0.02244493, 0.34005437, 127.26313621, 
0.43209939, 0.65702694, 0.31570641, 0.03501251, 0.33932527, 4138.45170358, 
0.41732339, 0.67542786, 0.31259994, 0.01823072, 0.33087111, 5259.56980289, 
0.41507463, 0.67081702, 0.31393088, 0.04119922, 0.33917515, 4492.97067836, 
0.39800714, 0.70081053, 0.31076031, 0.02671388, 0.31418816, 2799.39225514, 
0.39092944, 0.69702945, 0.31005676, 0.01788882, 0.33030095, 1471.63035740, 
0.38615149, 0.69993392, 0.31016365, 0.04324558, 0.33082209, 4200.68805669, 
0.37224855, 0.71095351, 0.30659378, 0.04131054, 0.33702391, 3862.13859241, 
0.36079557, 0.72023440, 0.30930127, 0.01914495, 0.33117700, 1050.68270279, 
0.35399222, 0.72621805, 0.30930127, 0.02666958, 0.33049694, 4626.54095714, 
0.34776417, 0.72736998, 0.30956654, 0.01968319, 0.33701546, 5728.43470396, 
0.34123404, 0.73427383, 0.30956654, 0.04137401, 0.33412461, 354.57675131, 
0.33184440, 0.74393360, 0.30952809, 0.04380684, 0.33166345, 1612.41525161, 
0.31842227, 0.74993842, 0.31542685, 0.01425009, 0.33132207, 5322.17366320, 
0.30232614, 0.76713140, 0.31407884, 0.03386406, 0.32879259, 932.29645910, 
0.29517214, 0.77003364, 0.31423926, 0.01515410, 0.33520492, 4450.33231016, 
0.28134151, 0.78530465, 0.31483144, 0.01469735, 0.32982372, 3974.80057688, 
0.25722839, 0.79122052, 0.32902655, 0.02238326, 0.33769233, 2841.17729880, 
0.24573332, 0.81954628, 0.31666707, 0.02593894, 0.33209909, 5947.82447374, 
0.21335578, 0.84298122, 0.32317596, 0.01231002, 0.33155295, 5428.53850984, 
0.20962919, 0.84469533, 0.32618346, 0.04241657, 0.33153609, 3379.06504506, 
0.20100403, 0.84462754, 0.33368775, 0.02900558, 0.33330560, 1467.17278956, 
0.18174508, 0.85862300, 0.33572372, 0.04160130, 0.34713656, 5649.29805713, 
0.17222045, 0.86387110, 0.33749187, 0.01443754, 0.35591713, 4394.33095528, 
0.16636239, 0.86889693, 0.33842502, 0.03347987, 0.35535128, 5091.87871271, 
0.15886945, 0.87745588, 0.33773909, 0.05665477, 0.35739327, 1508.78329804, 
0.14861803, 0.88906405, 0.33775124, 0.06342469, 0.35701417, 4719.69494952, 
0.13711262, 0.89775495, 0.34026426, 0.02873323, 0.36315856, 3848.26234006, 
0.10795295, 0.93245683, 0.33728005, 0.03569757, 0.37245687, 2692.29563808, 
0.10273563, 0.93240095, 0.33999519, 0.02403978, 0.38091426, 1581.42690230, 
0.09981633, 0.93238012, 0.34489559, 0.03879106, 0.38439948, 2483.08198131, 
0.08832719, 0.93108176, 0.35076292, 0.01796183, 0.39844052, 3388.44020110, 
0.08287530, 0.93217983, 0.35446121, 0.02472366, 0.40476479, 2599.11574175, 
0.04814908, 0.98725802, 0.34376541, 0.08460274, 0.40218348, 1701.26637511, 
0.03361299, 0.99792226, 0.34642612, 0.03261097, 0.41445602, 4757.79554757, 
0.03361299, 0.99345557, 0.35979701, 0.05057662, 0.41445602, 4757.79554757, 
0.01753806, 0.99024044, 0.36604887, 0.03351651, 0.43870860, 1448.84942299, 
0.05308107, 0.91671341, 0.40891601, 0.04078903, 0.47639385, 1404.50115572, 
0.00515220, 0.98462749, 0.37342949, 0.02926781, 0.47800789, 5173.42494352, 
0.00704486, 0.96453537, 0.38956520, 0.05037266, 0.49606931, 5581.09040597, 
0.00626138, 0.93545160, 0.40891601, 0.04078903, 0.56291487, 1349.90424515, 
0.00053181, 0.91567694, 0.44553421, 0.02697653, 0.60816796, 4382.86484932, 
0.00022914, 0.90245348, 0.44161135, 0.03299244, 0.72077541, 4780.66165934, 
0.00171965, 0.82710357, 0.52021246, 0.08941644, 0.98041306, 1405.06565665, 
0.01147876, 0.72148223, 0.31345889, 0.02434697, 1.88558353, 1374.41849240, 
0.00015236, 0.69509213, 0.31697923, 0.02848269, 2.04340263, 1381.98004858, 
0.00042864, 0.67947805, 0.31414176, 0.04109938, 2.15283569, 1401.33090070, 
0.00000031, 0.63851281, 0.31240962, 0.02838513, 2.42903890, 1734.00702794, 
