sol_irr,T_amb
0,5
0,5
0,4.4
0,5
0,5
0,4.4
3,4.4
37,4.4
93,5
150,6.1
472,8.9
464,12.2
495,16.1
405,18.3
316,18.9
176,18.9
69,16.1
6,11.7
0,10.6
0,7.8
0,8.3
0,7.8
0,7.2
0,8.9
