sol_irr,T_amb,wind_pow
0.644,2.2,0.046
0.49,2.8,0.041
0.277,2.8,0.055
0.051,3.3,0.093
0,2.8,0.148
0,3.3,0.195
0,2.2,0.23
0,0.6,0.249
0,0.6,0.279
0,0,0.318
0,0.6,0.302
0,0.6,0.272
0,0.6,0.259
0,1.1,0.233
0,1.1,0.198
0,1.7,0.167
0.008,1.1,0.144
0.181,1.1,0.104
0.393,0.6,0.07
0.572,0,0.039
0.71,0.6,0.025
0.78,1.1,0.022
0.785,2.2,0.022
0.739,3.9,0.024
0.643,5.6,0.035
0.493,6.7,0.046
0.285,7.8,0.05
0.06,7.8,0.077
0,7.8,0.124
0,7.8,0.132
0,6.7,0.119
0,5.6,0.106
0,5,0.107
0,3.9,0.109
0,3.3,0.103
0,2.2,0.112
0,1.7,0.109
0,1.7,0.085
0,1.1,0.068
0,1.1,0.058
0.014,0.6,0.054
0.228,1.1,0.037
0.444,1.1,0.021
0.608,0.6,0.018
0.716,0.6,0.017
0.77,0,0.021
0.774,2.2,0.034
0.728,4.4,0.048
0.63,7.2,0.061
0.457,8.3,0.066
0.231,9.4,0.061
0.055,10.6,0.098
0,11.1,0.161
0,11.7,0.149
0,10,0.136
0,7.8,0.152
0,4.4,0.191
0,4.4,0.23
0,3.3,0.219
0,2.2,0.174
0,2.2,0.175
0,1.7,0.202
0,2.2,0.237
0,2.2,0.281
0.009,2.2,0.35
0.152,2.8,0.435
0.365,3.3,0.493
0.548,3.9,0.517
0.672,4.4,0.475
0.739,5.6,0.459
0.749,6.1,0.459
0.71,6.1,0.501
0.604,6.7,0.603
0.446,7.2,0.71
0.241,7.2,0.77
0.045,6.7,0.799
0,7.2,0.795
0,7.2,0.69
0,7.2,0.496
0,6.1,0.341
0,6.1,0.253
0,5.6,0.182
0,5.6,0.125
0,3.9,0.116
0,3.9,0.117
0,3.9,0.099
0,3.3,0.086
0,2.2,0.077
0.013,1.1,0.072
0.213,0.6,0.05
0.437,-1.1,0.017
0.607,-2.8,0.002
0.716,-2.8,0
0.766,-1.7,0
0.764,0,0
0.716,2.2,0
0.61,5.6,0
0.451,6.1,0
0.243,6.7,0.003
0.046,7.2,0.04
0,8.9,0.13
0,8.9,0.177
0,7.8,0.208
0,7.2,0.201
0,6.1,0.163
0,5.6,0.161
0,4.4,0.218
0,4.4,0.317
0,3.3,0.395
0,3.9,0.464
0,2.8,0.526
0,3.9,0.568
0.013,3.9,0.61
0.207,2.8,0.61
0.423,2.8,0.606
0.592,2.8,0.597
0.7,2.8,0.626
0.758,2.8,0.65
0.765,2.8,0.663
0.721,3.9,0.666
0.624,5,0.642
0.469,7.2,0.601
0.262,7.8,0.559
0.051,7.8,0.51
0,8.3,0.459
0,7.8,0.429
0,7.8,0.401
0,6.7,0.393
0,7.2,0.449
0,7.8,0.521
0,7.8,0.55
0,6.4,0.554
0,5.1,0.559
0,3.7,0.615
0,2.4,0.674
0,1,0.704
0.013,-0.2,0.748
0.205,-1.7,0.806
0.421,-1.7,0.881
0.589,-1.7,0.94
0.702,-1.1,0.954
0.76,0,0.939
0.765,2.2,0.923
0.716,3.3,0.922
0.619,3.9,0.93
0.465,3.3,0.926
0.256,5,0.909
0.048,5.6,0.868
0,5.6,0.851
0,5.6,0.886
0,5,0.905
0,3.9,0.903
0,3.3,0.891
0,3.3,0.884
0,2.8,0.876
0,1.7,0.853
0,1.7,0.812
0,1.1,0.751
0,0,0.605
0,-1.1,0.47
0.007,0,0.382
0.12,0,0.343
0.3,0.6,0.464
0.463,0,0.484
0.597,0,0.456
0.651,0.6,0.458
0.65,1.1,0.461
0.609,3.9,0.476
0.499,4.4,0.55
0.34,1.1,0.626
0.161,2.2,0.648
0.027,3.9,0.63
0,2.2,0.604
0,3.9,0.513
0,3.3,0.425
0,2.2,0.366
0,0,0.343
0,-0.6,0.355
0,-0.6,0.369
0,-2.8,0.367
0,-1.1,0.374
0,-3.9,0.417
0,-2.8,0.464
0,-4.4,0.469
0.011,-2.8,0.498
0.17,-4.4,0.472
0.383,-3.3,0.466
0.556,-3.9,0.416
0.693,-5,0.337
0.747,-4,0.274
0.746,-2,0.252
0.725,-0.6,0.282
0.623,1.1,0.328
0.464,5,0.344
0.251,6.1,0.335
0.047,6.1,0.32
0,7.2,0.355
0,7.2,0.39
0,6.1,0.381
0,4.4,0.355
0,2.2,0.329
0,0,0.327
0,-2.8,0.361
0,-2.8,0.428
0,-2.8,0.485
0,-3.9,0.516
0,-3.9,0.505
0,-3.9,0.464
0.012,-5,0.422
0.172,-5,0.323
0.386,-4.4,0.304
0.559,-5,0.316
0.648,-3.9,0.289
0.706,-2.2,0.251
0.71,0.6,0.231
0.659,1.7,0.212
0.554,5,0.195
0.396,7.2,0.175
0.202,8.9,0.136
0.037,9.4,0.095
0,8.9,0.071
0,8.3,0.048
0,7.8,0.035
0,7.2,0.037
0,6.1,0.045
0,6.1,0.054
0,5.6,0.065
0,5,0.082
0,5,0.107
0,5.6,0.152
0,5,0.22
0,5,0.295
0.014,2.8,0.357
0.193,1.7,0.323
0.414,2.2,0.334
0.585,1.7,0.392
0.695,2.2,0.337
0.75,3.9,0.264
0.754,5.6,0.194
0.71,7.8,0.159
0.608,8.9,0.146
0.449,11.1,0.142
0.241,12.8,0.149
0.046,14.4,0.165
0,15,0.193
0,15,0.197
0,13.9,0.155
0,11.7,0.127
0,8.3,0.123
0,6.7,0.104
0,4.4,0.085
0,3.3,0.103
0,1.7,0.168
0,1.7,0.249
0,-0.6,0.225
0,-0.6,0.141
0.015,-1.7,0.08
0.197,-2.2,0.03
0.413,-2.2,0.005
0.58,-2.8,0
0.698,-2.8,0
0.754,-1.1,0
0.757,4.4,0
0.71,7.2,0
0.611,10,0.001
0.459,11.7,0.007
0.257,12.8,0.022
0.053,17.2,0.086
0,17.2,0.183
0,17.2,0.197
0,16.7,0.179
0,13.9,0.179
0,11.1,0.203
0,9.4,0.241
0,7.8,0.275
0,6.7,0.296
0,3.9,0.291
0,3.9,0.27
0,1.1,0.256
0,2.2,0.257
0.014,1.7,0.286
0.178,-0.6,0.315
0.386,0.6,0.442
0.551,-1.1,0.526
0.66,-0.6,0.593
0.709,1.1,0.64
0.71,6.1,0.638
0.664,11.1,0.568
0.559,13.3,0.42
0.387,16.1,0.254
0.189,17.8,0.147
0.035,20,0.101
0,20.6,0.097
0,20,0.108
0,18.9,0.126
0,15.6,0.154
0,13.9,0.214
0,12.8,0.311
0,13.3,0.405
0,11.1,0.493
0,10,0.556
0,9.4,0.581
0,8.9,0.597
0,8.9,0.603
0.014,8.3,0.591
0.168,7.8,0.517
0.334,7.8,0.557
0.454,4.4,0.586
0.546,6.7,0.555
0.612,7.2,0.435
0.583,8.3,0.351
0.491,8.9,0.311
0.385,9.4,0.307
0.272,10,0.355
0.139,10.6,0.432
0.029,12.2,0.461
0,11.1,0.501
0,10.6,0.512
0,10.6,0.51
0,8.3,0.511
0,6.1,0.505
0,5.6,0.505
0,6.1,0.498
0,5.6,0.47
0,5.6,0.438
0,5.6,0.42
0,5.6,0.413
0,5.6,0.413
0.014,5.6,0.381
0.15,5,0.27
0.331,5,0.205
0.505,5,0.236
0.586,5,0.196
0.557,5.6,0.202
0.52,7.2,0.251
0.473,8.3,0.327
0.387,8.9,0.394
0.268,10.6,0.42
0.135,11.1,0.414
0.026,11.1,0.401
0,11.1,0.422
0,11.7,0.437
0,11.1,0.397
0,8.9,0.32
0,5.6,0.294
0,5,0.299
0,5,0.323
0,5,0.347
0,3.3,0.367
0,3.9,0.417
0,5,0.484
0,5,0.566
0.017,4.4,0.646
0.198,3.3,0.706
0.431,2.8,0.768
0.595,1.7,0.725
0.703,-0.6,0.617
0.755,2.8,0.525
0.747,5,0.499
0.694,5.6,0.526
0.615,6.1,0.587
0.464,7.2,0.65
0.264,7.8,0.687
0.059,8.9,0.68
0,10,0.646
0,10.6,0.548
0,9.4,0.447
0,8.9,0.38
0,7.8,0.33
0,7.8,0.297
0,6.1,0.278
0,2.8,0.282
0,2.2,0.306
0,1.1,0.334
0,-1.1,0.368
0,-0.6,0.386
0.025,-1.1,0.371
0.248,-1.7,0.265
0.471,-1.7,0.167
0.634,-1.7,0.124
0.745,-1.7,0.062
0.8,0,0.028
0.803,2.2,0.012
0.757,6.1,0.005
0.659,8.9,0.001
0.493,9.4,0.001
0.25,10.6,0.001
0.05,11.1,0.003
0,11.7,0.011
0,11.7,0.015
0,11.1,0.017
0,10.6,0.022
0,9.4,0.029
0,7.8,0.037
0,7.2,0.03
0,7.2,0.031
0,7.8,0.039
0,7.2,0.03
0,7.2,0.018
0,7.2,0.018
0.017,7.2,0.06
0.118,6.7,0.182
0.214,6.7,0.328
0.369,6.1,0.615
0.461,6.1,0.824
0.46,6.7,0.858
0.447,6.7,0.763
0.401,7.2,0.58
0.331,8.3,0.447
0.243,9.4,0.336
0.13,9.4,0.182
0.029,11.1,0.061
0,10.6,0.024
0,10.6,0.022
0,10,0.021
0,8.9,0.031
0,8.3,0.049
0,8.3,0.074
0,7.8,0.105
0,7.8,0.174
0,6.7,0.268
0,6.7,0.335
0,7.2,0.343
0,7.2,0.316
0.021,7.8,0.291
0.221,7.2,0.225
0.451,7.2,0.163
0.622,7.8,0.302
0.738,7.2,0.329
0.795,7.8,0.235
0.801,8.3,0.148
0.759,8.3,0.081
0.664,8.3,0.038
0.514,10,0.016
0.31,7.2,0.005
0.082,8.9,0
0,7.2,0
0,8.3,0
0,6.7,0
0,6.7,0
0,6.1,0
0,6.1,0
0,6.1,0
0,5.6,0
0,3.3,0
0,1.7,0
0,0,0
0,0,0.001
0.028,0,0.009
0.25,-0.6,0.031
0.467,-0.6,0.072
0.631,-2.2,0.124
0.737,0,0.164
0.791,3.3,0.199
0.797,5.6,0.215
0.755,7.8,0.218
0.661,8.3,0.2
0.514,8.9,0.175
0.314,8.9,0.155
0.087,8.9,0.144
0,10,0.156
0,10.6,0.162
0,9.4,0.185
0,8.9,0.208
0,5,0.232
0,3.9,0.256
0,3.3,0.27
0,3.3,0.264
0,2.8,0.244
0,2.8,0.229
0,3.3,0.229
0,4.4,0.248
0.029,4.4,0.274
0.247,4.4,0.294
0.461,4.4,0.331
0.623,4.4,0.355
0.731,4.4,0.358
0.785,5,0.337
0.789,5.9,0.289
0.745,6.6,0.226
0.649,7.2,0.167
0.498,7.6,0.135
0.297,7.8,0.125
0.077,7.8,0.138
0,8.9,0.194
0,9.4,0.258
0,8.9,0.307
0,7.8,0.336
0,6.1,0.345
0,5.6,0.352
0,3.9,0.355
0,3.9,0.334
0,4.4,0.294
0,4.4,0.261
0,2.2,0.252
0,2.2,0.266
0.025,1.7,0.282
0.222,1.1,0.267
0.428,0.6,0.252
0.597,1.7,0.236
0.708,2.2,0.227
0.765,2.8,0.205
0.769,2.8,0.178
0.722,5,0.155
0.628,6.1,0.133
0.459,6.1,0.105
0.266,6.1,0.078
0.068,5.6,0.068
0,5.6,0.086
0,5.6,0.106
0,6.1,0.125
0,5,0.147
0,5,0.176
0,4.4,0.207
0,5,0.231
0,5,0.231
0,4.4,0.217
0,4.4,0.203
0,4.4,0.192
0,3.9,0.188
0.024,3.3,0.188
0.218,3.3,0.162
0.436,3.9,0.153
0.602,3.9,0.153
0.702,3.9,0.167
0.758,4.4,0.205
0.767,5.6,0.259
0.722,6.7,0.309
0.628,7.8,0.349
0.482,8.3,0.384
0.285,8.9,0.401
0.074,8.9,0.394
0,9.4,0.381
0,9.4,0.381
0,10,0.406
0,10,0.446
0,8.9,0.499
0,8.9,0.558
0,8.3,0.599
0,8.3,0.627
0,8.3,0.65
0,8.3,0.653
0,7.8,0.628
0,8.9,0.578
0.023,8.3,0.505
0.183,8.9,0.432
0.379,9.4,0.362
0.562,9.4,0.316
0.688,10,0.334
0.753,10,0.399
0.765,10.6,0.466
0.719,10.6,0.485
0.624,11.7,0.457
0.474,12.2,0.41
0.272,11.7,0.364
0.064,11.7,0.355
0,11.7,0.348
0,12.2,0.285
0,12.2,0.23
0,10.6,0.181
0,10.6,0.145
0,10.6,0.141
0,8.9,0.199
0,8.3,0.341
0,6.7,0.495
0,6.7,0.55
0,5.6,0.633
0,5,0.692
0.019,2.8,0.682
0.188,2.8,0.668
0.405,3.9,0.625
0.583,3.3,0.578
0.706,3.3,0.479
0.761,5,0.356
0.765,6.7,0.272
0.708,7.2,0.22
0.606,8.3,0.21
0.45,7.8,0.221
0.25,8.3,0.218
0.059,8.9,0.209
0,10,0.247
0,11.1,0.286
0,10.6,0.334
0,8.9,0.363
0,6.1,0.382
0,3.9,0.41
0,3.9,0.454
0,1.1,0.469
0,0,0.435
0,1.1,0.407
0,-0.6,0.407
0,-0.6,0.416
0.021,-1.1,0.42
0.195,0.6,0.332
0.403,-2.2,0.32
0.569,-1.7,0.212
0.704,-1.7,0.122
0.756,0.6,0.065
0.76,3.9,0.046
0.717,7.2,0.056
0.619,9.4,0.085
0.467,10,0.118
0.268,11.7,0.148
0.067,12.8,0.212
0,13.3,0.341
0,13.3,0.376
0,12.8,0.317
0,11.1,0.259
0,7.2,0.209
0,4.4,0.164
0,2.2,0.127
0,2.2,0.099
0,0.6,0.076
0,2.8,0.061
0,0.6,0.046
0,-1.1,0.028
0.026,-2.2,0.013
0.216,-2.2,0.007
0.424,-2.2,0.004
0.584,-2.2,0
0.688,-2.2,0
0.743,1.1,0
0.748,6.1,0
0.7,7.8,0
0.605,8.9,0.012
0.458,10,0.054
0.265,11.1,0.124
0.068,11.7,0.22
0,12.2,0.294
0,11.7,0.299
0,11.7,0.291
0,10.6,0.28
0,8.3,0.272
0,6.7,0.278
0,4.4,0.283
0,5,0.259
0,0.6,0.201
0,0,0.145
0,-1.1,0.115
0,-1.7,0.104
0.024,-2.8,0.095
0.2,-2.8,0.071
0.402,-4.4,0.063
0.565,-3.9,0.068
0.667,-2.8,0.077
0.725,1.7,0.077
0.733,5.6,0.066
0.69,7.2,0.058
0.595,9.4,0.06
0.449,11.1,0.07
0.258,11.7,0.085
0.067,12.8,0.109
0,13.9,0.155
0,14.4,0.188
0,13.9,0.223
0,12.8,0.275
0,10.6,0.316
0,7.8,0.345
0,7.2,0.355
0,6.7,0.367
0,2.2,0.375
0,2.2,0.39
0,0.6,0.392
0,0.6,0.369
0.024,-1.1,0.348
0.19,0,0.343
0.384,-1.1,0.367
0.549,-1.7,0.388
0.664,0,0.401
0.731,3.3,0.379
0.736,6.7,0.336
0.713,9.4,0.276
0.622,11.1,0.211
0.477,13.3,0.162
0.284,14.4,0.137
0.079,15.9,0.137
0,17.2,0.17
0,17.2,0.193
0,17.8,0.227
0,16.1,0.265
0,12.8,0.282
0,8.9,0.281
0,7.8,0.266
0,5.6,0.245
0,4.4,0.231
0,3.3,0.21
0,3.9,0.195
0,1.7,0.193
0.03,2.2,0.189
0.216,2.2,0.18
0.428,3.3,0.188
0.596,3.9,0.206
0.704,4.4,0.222
0.759,5.6,0.236
0.766,8.9,0.207
0.722,11.1,0.182
0.629,12.8,0.158
0.485,15,0.146
0.292,16.1,0.155
0.084,16.7,0.168
0,16.7,0.204
0,17.2,0.244
0,14.4,0.278
0,12.2,0.347
0,11.1,0.379
0,10.6,0.356
0,10.6,0.334
0,7.8,0.302
0,8.9,0.278
0,8.9,0.264
0,8.9,0.27
0,8.9,0.3
0.028,10,0.315
0.217,9.4,0.305
0.433,9.4,0.308
0.596,8.9,0.308
0.706,9.4,0.284
0.763,10,0.265
0.77,10,0.243
0.729,10.6,0.22
0.637,12.2,0.225
0.493,12.2,0.254
0.301,12.2,0.248
0.09,10,0.201
0,11.7,0.181
0,10,0.18
0,9.4,0.192
0,9.4,0.217
0,7.2,0.238
0,7.2,0.252
0,6.1,0.272
0,6.1,0.284
0,6.7,0.291
0,5.6,0.302
0,3.9,0.315
0,5.6,0.323
0.032,4.4,0.325
0.231,4.4,0.301
0.44,5,0.301
0.601,4.4,0.302
0.706,3.9,0.28
0.762,4.4,0.251
0.769,5.6,0.211
0.719,7.2,0.182
0.627,8.9,0.164
0.484,10,0.153
0.293,9.4,0.134
0.086,10.6,0.104
0,10.6,0.085
0,11.1,0.07
0,10,0.069
0,8.9,0.09
0,7.2,0.127
0,5,0.169
0,3.9,0.207
0,4.4,0.239
0,2.2,0.272
0,3.3,0.322
0,2.2,0.37
0,2.2,0.365
0.032,2.2,0.3
0.231,3.9,0.216
0.436,2.8,0.156
0.595,2.2,0.105
0.703,2.8,0.08
0.756,3.9,0.08
0.761,4.4,0.086
0.719,5,0.087
0.627,5,0.08
0.488,5,0.077
0.298,5,0.078
0.087,4.4,0.091
0,5,0.126
0,6.1,0.145
0,6.7,0.153
0,7.2,0.159
0,7.2,0.172
0,7.8,0.18
0,7.8,0.167
0,8.3,0.144
0,8.3,0.125
0,8.3,0.117
0,8.3,0.115
0,8.3,0.111
0.032,7.8,0.101
0.225,7.2,0.074
0.427,6.1,0.06
0.585,6.1,0.047
0.689,6.7,0.045
0.743,7.2,0.039
0.748,7.8,0.028
0.705,8.9,0.022
0.615,8.9,0.018
0.473,8.9,0.016
0.283,8.9,0.016
0.083,9.4,0.032
0,9.4,0.068
0,8.9,0.091
0,8.9,0.102
0,8.3,0.097
0,6.7,0.078
0,5.6,0.05
0,4.4,0.026
0,2.2,0.011
0,0.6,0.004
0,1.1,0.002
0,0.6,0.002
0,-0.6,0.003
0.029,-1.7,0.006
0.212,-1.7,0.006
0.416,-0.6,0.009
0.575,0,0.018
0.686,0.6,0.025
0.737,2.8,0.03
0.744,5,0.031
0.703,7.8,0.033
0.613,8.9,0.035
0.472,8.9,0.035
0.285,8.9,0.031
0.084,8.9,0.043
0,8.3,0.078
0,7.8,0.093
0,7.8,0.112
0,7.2,0.125
0,7.2,0.123
0,6.7,0.107
0,6.7,0.085
0,6.7,0.063
0,7.2,0.058
0,6.7,0.062
0,6.7,0.059
0,6.1,0.046
0.032,5.6,0.032
0.226,4.4,0.019
0.429,3.9,0.016
0.587,2.8,0.016
0.693,4.4,0.02
0.749,5.6,0.033
0.756,6.7,0.051
0.713,8.3,0.067
0.622,8.3,0.077
0.481,10,0.079
0.293,10,0.082
0.089,11.1,0.093
0,11.7,0.114
0,12.2,0.105
0,12.2,0.083
0,11.7,0.061
0,10,0.048
0,9.4,0.044
0,8.9,0.043
0,8.4,0.051
0,8.1,0.069
0,8,0.093
0,8.3,0.125
0,8,0.163
0.034,7.9,0.192
0.232,7.8,0.166
0.435,7.8,0.159
0.593,8.3,0.167
0.699,8.9,0.183
0.753,8.9,0.201
0.758,9.4,0.21
0.715,10,0.208
0.625,10,0.199
0.483,10.6,0.186
0.295,12.2,0.179
0.09,12.2,0.176
0,11.7,0.192
0,10.6,0.185
0,10,0.169
0,7.8,0.15
0,6.7,0.133
0,5.6,0.126
0,5.6,0.124
0,5.5,0.123
0,5.4,0.113
0,5.3,0.091
0,5.3,0.068
0,5.2,0.053
0.034,5.1,0.045
0.226,5,0.03
0.426,3.3,0.024
0.583,2.8,0.028
0.688,5,0.041
0.743,8.3,0.072
0.75,8.9,0.11
0.708,11.1,0.163
0.619,12.2,0.233
0.478,11.7,0.263
0.292,12.8,0.251
0.09,12.8,0.251
0,13.9,0.287
0,15,0.291
0,13.9,0.261
0,10,0.236
0,8.3,0.231
0,7.8,0.227
0,4.4,0.213
0,5.6,0.2
0,5.6,0.192
0,5.6,0.182
0,5.6,0.178
0,5.6,0.188
0.034,5.6,0.203
0.229,5.6,0.152
0.431,6.7,0.114
0.59,6.7,0.108
0.693,6.7,0.118
0.73,7.8,0.134
0.674,9.4,0.167
0.611,11.7,0.205
0.573,13.3,0.243
0.471,13.9,0.271
0.291,13.9,0.283
0.089,15,0.297
0,15.6,0.334
0,15,0.33
0,15,0.3
0,13.9,0.278
0,12.2,0.261
0,11.7,0.259
0,10.6,0.25
0,10,0.225
0,8.3,0.203
0,7.2,0.183
0,5.6,0.166
0,3.9,0.154
0.026,3.3,0.147
0.191,4.4,0.113
0.426,2.2,0.104
0.583,1.7,0.103
0.684,3.3,0.092
0.738,9.4,0.088
0.744,11.1,0.096
0.703,13.9,0.096
0.612,17.2,0.092
0.47,18.9,0.092
0.272,20.6,0.099
0.082,21.7,0.137
0,22.8,0.203
0,21.7,0.245
0,20,0.251
0,17.8,0.246
0,15,0.248
0,12.2,0.249
0,7.8,0.244
0,6.7,0.239
0,6.7,0.221
0,7.2,0.189
0,8.3,0.157
0,7.8,0.133
0.035,7.2,0.122
0.23,6.7,0.084
0.431,6.7,0.068
0.586,7.2,0.079
0.685,7.2,0.077
0.733,7.8,0.082
0.731,8.3,0.092
0.687,10,0.107
0.606,10,0.122
0.462,12.8,0.13
0.259,13.9,0.137
0.066,13.3,0.159
0,13.9,0.185
0,13.9,0.192
0,12.8,0.188
0,11.7,0.182
0,8.9,0.18
0,6.7,0.18
0,4.4,0.179
0,3.9,0.18
0,3.3,0.181
0,2.2,0.185
0,1.1,0.198
0,0,0.202
0.027,0,0.188
0.137,-1.1,0.131
0.269,-0.6,0.101
0.395,-1.7,0.112
0.544,0,0.11
0.676,2.2,0.103
0.676,5,0.115
0.598,9.4,0.14
0.521,11.1,0.156
0.409,10.6,0.16
0.27,11.1,0.162
0.089,12.2,0.164
0,11.7,0.18
0,11.7,0.167
0,10,0.144
0,9.4,0.139
0,8.3,0.145
0,7.2,0.155
0,6.7,0.184
0,6.7,0.167
0,5,0.124
0,3.3,0.1
0,2.8,0.1
0,3.3,0.118
0.026,2.8,0.132
0.214,3.9,0.112
0.419,3.9,0.11
0.574,5.6,0.125
0.67,6.1,0.14
0.715,7.2,0.163
0.724,8.9,0.189
0.671,10,0.2
0.576,11.7,0.194
0.461,11.7,0.195
0.282,13.3,0.213
0.084,15,0.233
0,13.9,0.245
0,13.9,0.245
0,12.8,0.234
0,10.6,0.221
0,10,0.223
0,10,0.241
0,9.4,0.256
0,8.9,0.266
0,8.9,0.261
0,8.9,0.253
0,8.9,0.243
0,8.3,0.236
0.025,8.3,0.225
0.154,8.3,0.179
0.32,8.3,0.157
0.483,7.2,0.152
0.594,9.4,0.158
0.649,10.6,0.175
0.661,11.1,0.203
0.623,8.9,0.23
0.528,10.6,0.251
0.389,12.2,0.27
0.226,11.7,0.281
0.067,11.7,0.291
0,10,0.314
0,9.4,0.327
0,8.9,0.334
0,8.9,0.351
0,7.8,0.388
0,7.8,0.423
0,6.7,0.434
0,5.6,0.423
0,5.6,0.414
0,5,0.404
0,5,0.376
0,5,0.361
0.036,5,0.325
0.218,5,0.261
0.396,5.6,0.264
0.542,5.6,0.293
0.647,6.1,0.323
0.707,7.2,0.355
0.726,7.8,0.405
0.696,8.3,0.458
0.606,8.3,0.488
0.466,9.4,0.489
0.282,9.4,0.464
0.088,9.4,0.424
0,8.9,0.431
0,6.7,0.441
0,6.7,0.45
0,7.2,0.468
0,6.7,0.49
0,6.7,0.522
0,4.4,0.544
0,4.4,0.568
0,3.9,0.588
0,2.8,0.59
0,2.2,0.58
0,2.2,0.566
0.034,1.7,0.538
0.185,2.8,0.472
0.404,2.8,0.491
0.568,2.8,0.527
0.674,4.4,0.563
0.728,7.2,0.589
0.735,8.9,0.601
0.692,10.6,0.6
0.602,11.1,0.59
0.462,12.2,0.571
0.28,11.7,0.526
0.087,12.8,0.454
0,12.8,0.381
0,10.6,0.367
0,11.7,0.363
0,10.6,0.365
0,8.3,0.38
0,7.2,0.413
0,3.3,0.448
0,3.3,0.464
0,1.1,0.456
0,1.1,0.433
0,1.1,0.407
0,1.1,0.365
0.037,1.1,0.337
0.221,1.1,0.3
0.417,1.7,0.302
0.572,1.7,0.297
0.674,2.2,0.289
0.729,5,0.285
0.736,5.6,0.308
0.692,6.7,0.329
0.603,8.3,0.334
0.463,8.3,0.333
0.282,8.3,0.316
0.088,8.3,0.29
0,7.8,0.295
0,7.8,0.314
0,7.2,0.324
0,7.2,0.323
0,6.7,0.325
0,7.2,0.336
0,6.7,0.321
0,6.7,0.3
0,6.7,0.264
0,5,0.239
0,3.3,0.222
0,2.8,0.216
0.038,2.2,0.199
0.217,1.7,0.155
0.41,1.7,0.133
0.564,0.6,0.124
0.665,1.7,0.132
0.72,4.4,0.153
0.726,6.7,0.189
0.68,8.3,0.237
0.59,10.6,0.262
0.452,10,0.279
0.272,11.7,0.284
0.085,12.8,0.276
0,13.3,0.278
0,12.8,0.29
0,12.8,0.29
0,11.7,0.278
0,10,0.278
0,8.9,0.285
0,7.8,0.29
0,7.8,0.277
0,6.7,0.241
0,5,0.204
0,5,0.192
0,5,0.178
0.037,5,0.14
0.206,5.6,0.103
0.391,5.6,0.098
0.543,5,0.103
0.652,5,0.139
0.707,5.6,0.182
0.717,6.7,0.209
0.675,6.7,0.241
0.567,7.8,0.27
0.435,7.8,0.289
0.269,7.2,0.304
0.085,7.8,0.33
0,7.8,0.351
0,7.8,0.363
0,7.8,0.364
0,7.8,0.337
0,7.8,0.306
0,7.8,0.325
0,7.2,0.405
0,7.2,0.466
0,7.8,0.401
0,6.7,0.308
0,6.7,0.231
0,6.1,0.208
0.037,5,0.188
0.2,5,0.184
0.393,4.4,0.208
0.526,5,0.237
0.573,5.6,0.25
0.603,7.8,0.271
0.654,7.2,0.302
0.607,8.3,0.31
0.514,10,0.304
0.402,7.8,0.294
0.258,10,0.291
0.082,8.3,0.282
0,10.6,0.259
0,10,0.233
0,8.9,0.218
0,7.8,0.227
0,6.7,0.339
0,6.1,0.201
0,4.4,0.071
0,3.3,0.026
0,2.8,0.002
0,2.8,0
0,2.8,0
0,2.2,0
0.012,2.2,0
0.107,2.2,0
0.291,2.2,0.001
0.448,2.2,0.048
0.531,4.4,0.145
0.598,5,0.243
0.594,7.2,0.332
0.515,8.3,0.363
0.449,5.6,0.234
0.328,9.4,0.118
0.18,7.8,0.119
0.052,7.2,0.112
0,8.3,0.103
0,8.9,0.1
0,7.8,0.099
0,7.8,0.111
0,5.6,0.139
0,4.4,0.179
0,4.4,0.22
0,4.4,0.234
0,4.4,0.241
0,4.4,0.251
0,4.4,0.279
0,3.9,0.317
0.035,3.9,0.325
0.192,3.9,0.257
0.38,3.3,0.224
0.532,2.8,0.343
0.636,4.4,0.352
0.692,6.7,0.3
0.699,7.8,0.258
0.675,10,0.235
0.587,11.1,0.223
0.45,12.2,0.21
0.271,13.3,0.194
0.085,14.4,0.183
0,15,0.217
0,14.4,0.223
0,14.4,0.217
0,13.3,0.204
0,11.7,0.191
0,10,0.18
0,7.8,0.175
0,5.6,0.175
0,3.3,0.175
0,1.7,0.163
0,1.1,0.152
0,0.6,0.136
0.039,0,0.118
0.222,-1.1,0.073
0.419,-0.6,0.036
0.572,-1.1,0.012
0.672,2.2,0.004
0.725,7.2,0.002
0.731,9.4,0.001
0.689,12.2,0.001
0.598,13.3,0.002
0.458,15,0.005
0.275,16.7,0.015
0.086,16.7,0.059
0,18.3,0.16
0,17.8,0.248
0,17.2,0.282
0,16.1,0.278
0,11.7,0.261
0,10.6,0.238
0,8.9,0.212
0,7.2,0.195
0,6.7,0.18
0,6.7,0.16
0,6.7,0.138
0,6.7,0.118
0.039,7.2,0.105
0.22,6.1,0.071
0.415,6.7,0.065
0.567,6.7,0.097
0.669,7.8,0.08
0.722,7.8,0.069
0.727,7.8,0.07
0.688,8.9,0.079
0.599,10,0.09
0.46,9.4,0.096
0.278,10,0.103
0.087,8.9,0.128
0,8.9,0.188
0,9.4,0.206
0,10,0.187
0,9.4,0.164
0,7.2,0.152
0,5.6,0.144
0,5.6,0.141
0,4.4,0.139
0,4.4,0.139
0,4.4,0.137
0,3.9,0.133
0,3.9,0.13
0.039,2.2,0.133
0.221,2.2,0.114
0.415,1.7,0.121
0.569,2.2,0.131
0.672,4.4,0.133
0.725,6.7,0.124
0.73,8.3,0.108
0.688,10,0.097
0.599,11.1,0.091
