sol_irr,T_amb,wind_pow
0.502,20.6,0.779
0.438,22.2,0.762
0.343,23.9,0.762
0.214,24.4,0.785
0.086,23.9,0.803
0.008,24.4,0.789
0,24.4,0.763
0,22.2,0.746
0,20.6,0.748
0,19.4,0.746
0,16.7,0.739
0,15.6,0.736
0,15,0.728
0,14.4,0.724
0,14.4,0.723
0,14.4,0.717
0,14.4,0.699
0.047,14.4,0.639
0.145,14.4,0.676
0.262,14.4,0.729
0.375,14.4,0.776
0.455,15.6,0.8
0.501,16.1,0.802
0.492,16.7,0.791
0.466,18.3,0.793
0.373,18.9,0.798
0.27,18.3,0.8
0.176,17.8,0.8
0.077,17.8,0.79
0.007,16.7,0.756
0,16.1,0.726
0,16.1,0.726
0,16.7,0.741
0,16.1,0.754
0,15,0.754
0,15,0.726
0,14.4,0.677
0,12.8,0.63
0,11.7,0.605
0,11.1,0.611
0,11.1,0.62
0.047,11.1,0.615
0.158,11.7,0.683
0.285,11.1,0.722
0.386,12.2,0.732
0.419,11.7,0.7
0.433,13.3,0.645
0.459,13.9,0.578
0.425,12.8,0.527
0.328,11.7,0.516
0.238,12.8,0.494
0.139,15,0.447
0.053,13.9,0.378
0.003,13.9,0.293
0,13.9,0.245
0,13.3,0.251
0,11.1,0.281
0,10.6,0.333
0,9.4,0.386
0,9.4,0.402
0,9.4,0.386
0,8.9,0.357
0,8.9,0.337
0,8.9,0.327
0,8.9,0.317
0.04,8.9,0.272
0.136,10,0.25
0.238,10,0.241
0.323,10,0.238
0.404,11.1,0.249
0.441,13.3,0.261
0.468,12.2,0.249
0.449,12.2,0.231
0.389,10.6,0.206
0.3,15,0.198
0.193,15.6,0.205
0.082,13.9,0.245
0.007,15,0.311
0,15,0.358
0,15.6,0.399
0,14.4,0.466
0,13.3,0.529
0,11.7,0.59
0,10,0.599
0,8.3,0.6
0,7.2,0.599
0,6.7,0.603
0,6.1,0.606
0,5.6,0.583
0.053,5.6,0.514
0.16,5,0.5
0.253,6.1,0.496
0.35,7.8,0.491
0.415,8.9,0.5
0.448,12.2,0.51
0.452,14.4,0.505
0.411,15,0.501
0.343,15.6,0.505
0.248,15.6,0.519
0.133,15,0.547
0.05,17.8,0.578
0.003,16.1,0.577
0,18.3,0.578
0,15,0.591
0,17.2,0.622
0,16.1,0.666
0,13.9,0.703
0,12.2,0.737
0,11.1,0.752
0,9.4,0.767
0,8.9,0.793
0,8.9,0.812
0,7.8,0.773
0.032,6.7,0.727
0.098,8.3,0.762
0.184,7.8,0.826
0.272,9.4,0.86
0.276,11.7,0.872
0.263,14.4,0.873
0.245,15.6,0.872
0.223,17.8,0.891
0.187,19.4,0.917
0.137,20.6,0.926
0.084,16.7,0.88
0.035,18.3,0.668
0,21.1,0.302
0,21.7,0.223
0,18.9,0.65
0,20.6,0.926
0,17.8,0.954
0,14.4,0.911
0,12.8,0.879
0,10.6,0.87
0,10,0.834
0,10,0.817
0,8.9,0.837
0,8.9,0.849
0.043,8.3,0.777
0.143,8.3,0.754
0.263,7.8,0.771
0.364,10,0.814
0.462,12.2,0.871
0.513,15,0.892
0.524,16.7,0.894
0.493,18.9,0.876
0.427,20.6,0.856
0.32,21.7,0.827
0.2,21.1,0.793
0.082,21.7,0.777
0.007,23.9,0.757
0,21.7,0.777
0,17.8,0.801
0,16.7,0.831
0,15.6,0.852
0,12.8,0.862
0,12.2,0.873
0,11.7,0.884
0,11.1,0.882
0,9.4,0.87
0,8.9,0.855
0,8.3,0.833
0.044,8.3,0.8
0.146,8.3,0.817
0.277,9.4,0.817
0.417,11.1,0.829
0.528,13.3,0.839
0.586,14.4,0.843
0.593,16.1,0.833
0.565,16.7,0.812
0.479,16.7,0.789
0.346,17.2,0.782
0.203,18.9,0.808
0.08,18.9,0.836
0.007,20.6,0.829
0,20.6,0.808
0,19.4,0.791
0,19.4,0.799
0,18.3,0.81
0,16.7,0.817
0,13.9,0.824
0,12.2,0.821
0,11.1,0.798
0,8.9,0.757
0,8.3,0.715
0,7.8,0.695
0.052,7.2,0.661
0.169,5.6,0.685
0.315,6.1,0.733
0.445,10.6,0.773
0.539,13.9,0.778
0.585,15,0.773
0.586,16.7,0.774
0.554,17.8,0.782
0.475,19.4,0.782
0.357,20.6,0.785
0.215,21.7,0.809
0.083,22.8,0.841
0.008,23.3,0.847
0,22.8,0.823
0,23.3,0.789
0,22.2,0.756
0,21.1,0.746
0,18.9,0.749
0,16.7,0.753
0,14.4,0.735
0,11.7,0.687
0,10,0.63
0,9.4,0.566
0,8.9,0.527
0.05,8.3,0.482
0.17,7.2,0.45
0.327,7.2,0.457
0.466,11.7,0.481
0.563,16.1,0.534
0.612,17.8,0.566
0.615,20,0.578
0.575,21.1,0.608
0.489,22.2,0.644
0.361,23.9,0.689
0.213,25,0.775
0.081,26.1,0.841
0.007,27.2,0.88
0,27.8,0.891
0,27.8,0.889
0,27.2,0.887
0,24.4,0.874
0,23.3,0.855
0,20.6,0.834
0,16.7,0.787
0,15,0.722
0,13.9,0.645
0,12.8,0.568
0,12.2,0.494
0.046,11.1,0.399
0.153,10.6,0.364
0.284,10,0.384
0.404,12.8,0.415
0.536,15,0.461
0.584,16.7,0.52
0.588,18.9,0.59
0.546,20.6,0.629
0.466,22.2,0.651
0.351,23.9,0.683
0.215,25,0.737
0.086,26.1,0.786
0.008,25.6,0.791
0,24.4,0.788
0,25,0.795
0,23.3,0.8
0,21.7,0.799
0,18.9,0.794
0,15.6,0.774
0,13.9,0.731
0,12.2,0.683
0,11.7,0.618
0,11.1,0.564
0,10.6,0.516
0.051,10,0.443
0.169,10,0.492
0.32,10.6,0.551
0.453,11.7,0.562
0.552,14.4,0.566
0.603,15,0.575
0.61,17.2,0.615
0.574,18.9,0.659
0.492,20.6,0.685
0.371,22.2,0.69
0.222,23.3,0.682
0.082,25.6,0.687
0.008,26.7,0.678
0,26.7,0.666
0,26.1,0.682
0,23.3,0.69
0,21.1,0.69
0,16.7,0.676
0,15.6,0.661
0,15.6,0.65
0,14.4,0.647
0,14.4,0.652
0,14.4,0.663
0,14.4,0.652
0.051,14.4,0.58
0.169,14.4,0.587
0.32,13.9,0.607
0.452,13.9,0.61
0.549,14.4,0.588
0.598,15,0.525
0.601,16.1,0.468
0.561,16.7,0.442
0.478,18.3,0.466
0.357,17.8,0.538
0.214,18.3,0.661
0.083,20,0.765
0.008,18.9,0.82
0,17.8,0.813
0,18.3,0.768
0,17.2,0.718
0,16.1,0.686
0,13.9,0.668
0,12.2,0.644
0,11.1,0.603
0,10,0.558
0,10.6,0.507
0,11.1,0.444
0,11.1,0.372
0.054,10.6,0.283
0.169,11.1,0.241
0.302,11.1,0.257
0.416,12.2,0.265
0.491,13.3,0.271
0.524,15.6,0.256
0.509,16.1,0.23
0.438,17.2,0.249
0.329,17.8,0.391
0.225,18.3,0.581
0.131,18.3,0.674
0.059,19.4,0.703
0.006,20.6,0.706
0,21.7,0.702
0,19.4,0.691
0,18.9,0.668
0,18.9,0.651
0,15.6,0.651
0,13.9,0.614
0,10,0.498
0,9.4,0.366
0,8.9,0.309
0,8.3,0.347
0,7.8,0.416
0.051,6.7,0.442
0.165,7.8,0.472
0.307,6.7,0.479
0.438,8.3,0.442
0.539,10,0.409
0.596,14.4,0.402
0.603,16.7,0.414
0.57,20,0.407
0.49,21.7,0.395
0.369,20,0.39
0.221,21.1,0.394
0.084,21.1,0.41
0.008,23.9,0.434
0,22.2,0.444
0,20,0.471
0,20,0.503
0,17.8,0.517
0,13.9,0.517
0,13.3,0.503
0,12.8,0.48
0,11.7,0.466
0,11.1,0.479
0,10.6,0.505
0,10,0.525
0.052,10.6,0.503
0.168,11.1,0.543
0.318,11.7,0.55
0.454,12.8,0.525
0.553,15,0.502
0.603,16.7,0.484
0.611,18.3,0.473
0.571,18.3,0.494
0.486,17.8,0.54
0.363,19.4,0.583
0.217,20,0.613
0.085,21.1,0.638
0.007,20.6,0.635
0,21.1,0.63
0,22.2,0.655
0,22.2,0.663
0,20.6,0.668
0,16.7,0.681
0,15,0.713
0,11.7,0.752
0,10.6,0.77
0,9.4,0.739
0,9.4,0.75
0,7.8,0.749
0.046,7.2,0.733
0.161,9.4,0.8
0.304,7.8,0.851
0.415,11.1,0.86
0.431,14.4,0.858
0.432,16.7,0.855
0.412,18.9,0.859
0.387,20.6,0.864
0.376,21.7,0.87
0.34,23.3,0.873
0.227,25,0.873
0.092,25.6,0.872
0.008,26.1,0.854
0,26.1,0.844
0,26.1,0.86
0,25,0.867
0,23.9,0.872
0,20.6,0.879
0,17.2,0.885
0,14.4,0.879
0,12.2,0.882
0,11.7,0.893
0,9.4,0.885
0,8.9,0.879
0.051,8.3,0.88
0.166,8.3,0.905
0.321,8.3,0.931
0.456,10.6,0.942
0.555,14.4,0.95
0.607,17.2,0.952
0.615,19.4,0.951
0.582,21.1,0.95
0.499,22.8,0.95
0.376,24.4,0.951
0.226,26.7,0.95
0.083,27.8,0.943
0.008,27.8,0.922
0,28.3,0.91
0,27.8,0.906
0,26.1,0.903
0,23.3,0.899
0,18.3,0.895
0,15,0.896
0,12.8,0.902
0,11.7,0.911
0,10.6,0.918
0,10.6,0.923
0,11.1,0.936
0.051,10.6,0.943
0.169,10.6,0.96
0.321,11.7,0.97
0.455,12.8,0.975
0.556,13.9,0.978
0.607,14.4,0.979
0.613,16.1,0.979
0.575,16.7,0.977
0.492,16.7,0.973
0.368,17.8,0.966
0.22,17.8,0.957
0.083,18.3,0.947
0.007,18.9,0.932
0,19.4,0.927
0,20,0.925
0,19.4,0.928
0,18.3,0.927
0,16.1,0.925
0,15.6,0.921
0,15,0.918
0,14.4,0.915
0,13.3,0.91
0,12.2,0.903
0,12.2,0.892
0.052,11.7,0.883
0.168,12.2,0.917
0.317,12.2,0.93
0.449,12.2,0.933
0.552,12.8,0.939
0.603,16.7,0.944
0.609,18.3,0.945
0.572,19.4,0.938
0.487,20.6,0.927
0.361,22.2,0.92
0.214,22.2,0.914
0.084,24.4,0.906
0.008,23.3,0.888
0,22.2,0.875
0,20.6,0.875
0,19.4,0.876
0,17.8,0.877
0,14.4,0.874
0,14.4,0.872
0,13.7,0.872
0,13,0.873
0,12.3,0.873
0,11.5,0.871
0,10.8,0.863
0.052,10.1,0.849
0.168,9.4,0.904
0.318,9.2,0.921
0.452,9.1,0.915
0.551,8.9,0.907
0.604,9.1,0.902
0.61,9.2,0.896
0.571,9.4,0.885
0.482,12,0.871
0.359,14.6,0.869
0.218,17.2,0.879
0.086,17,0.883
0.008,16.9,0.866
0,16.7,0.851
0,15.6,0.86
0,14.4,0.852
0,13.3,0.842
0,12.2,0.825
0,11.1,0.801
0,10,0.772
0,9.4,0.737
0,8.9,0.706
0,8.3,0.685
0,7.9,0.713
0.051,7.6,0.741
0.169,7.2,0.841
0.324,8.5,0.89
0.459,9.8,0.895
0.556,11.1,0.87
0.605,12.6,0.82
0.61,14.1,0.779
0.572,15.6,0.792
0.483,16.1,0.833
0.352,16.7,0.865
0.211,17.2,0.884
0.082,17.9,0.891
0.007,18.7,0.884
0,19.4,0.873
0,19,0.864
0,18.7,0.834
0,18.3,0.814
0,16.1,0.805
0,13.9,0.801
0,11.7,0.8
0,10.4,0.786
0,9.1,0.742
0,7.8,0.685
0,7.4,0.671
0.052,7.1,0.695
0.167,6.7,0.814
0.312,8.5,0.852
0.436,10.4,0.849
0.535,12.2,0.819
0.573,14.1,0.774
0.591,15.9,0.739
0.538,17.8,0.74
0.444,19.3,0.786
0.329,20.7,0.821
0.2,22.2,0.822
0.082,22.8,0.829
0.006,23.3,0.81
0,23.9,0.769
0,22.8,0.712
0,21.7,0.68
0,20.6,0.684
0,18.5,0.685
0,16.5,0.663
0,14.4,0.634
0,13.5,0.618
0,12.6,0.633
0,11.7,0.668
0,12.4,0.69
0.045,13.2,0.672
0.155,13.9,0.668
0.303,14.3,0.661
0.433,14.6,0.642
0.531,15,0.564
0.58,16.3,0.456
0.577,17.6,0.332
0.559,18.9,0.323
0.473,19.6,0.443
0.353,20.4,0.605
0.22,21.1,0.674
0.087,21.1,0.72
0.007,21.1,0.729
0,21.1,0.735
0,20.5,0.734
0,20,0.752
0,19.4,0.755
0,17.9,0.746
0,16.5,0.724
0,15,0.705
0,14.4,0.687
0,13.9,0.676
0,13.3,0.681
0,12.8,0.699
0.053,12.2,0.71
0.167,11.7,0.772
0.265,13.4,0.819
0.267,15,0.822
0.256,16.7,0.832
0.377,18.2,0.847
0.488,19.6,0.852
0.543,21.1,0.823
0.484,22,0.794
0.365,23,0.797
0.223,23.9,0.834
0.09,24.1,0.878
0.007,24.2,0.895
0,24.4,0.895
0,23.5,0.896
0,22.6,0.899
0,21.7,0.883
0,18.9,0.875
0,16.1,0.877
0,13.3,0.868
0,13.5,0.843
0,13.7,0.815
0,13.9,0.814
0,13,0.845
0.052,12,0.848
0.169,11.1,0.896
0.313,11.5,0.927
0.442,11.8,0.934
0.537,12.2,0.935
0.579,14.4,0.931
0.561,16.7,0.923
0.522,18.9,0.921
0.44,19.8,0.933
0.328,20.8,0.951
0.2,21.7,0.966
0.076,22.1,0.963
0.006,22.4,0.958
0,22.8,0.95
0,22.4,0.947
0,22.1,0.943
0,21.7,0.931
0,20,0.93
0,18.4,0.934
0,16.7,0.922
0,15.4,0.891
0,14.1,0.853
0,12.8,0.834
0,11.9,0.847
0.044,10.9,0.844
0.15,10,0.845
0.273,11.3,0.882
0.384,12.6,0.918
0.481,13.9,0.947
0.523,15.4,0.96
0.527,16.8,0.962
0.493,18.3,0.963
0.436,19.2,0.968
0.345,20.2,0.973
0.218,21.1,0.972
0.089,21.1,0.97
0.007,21.1,0.971
0,21.1,0.969
0,20.4,0.966
0,19.6,0.96
0,18.9,0.953
0,18.2,0.949
0,17.4,0.948
0,16.7,0.941
0,16.3,0.92
0,16,0.896
0,15.6,0.876
0,15.4,0.866
0.052,15.2,0.842
0.172,15,0.808
0.328,16.1,0.851
0.466,17.2,0.881
0.561,18.3,0.886
0.607,19.4,0.867
0.604,20.6,0.839
0.555,21.7,0.835
0.452,23.2,0.862
0.293,24.6,0.894
0.132,26.1,0.915
0.044,26.7,0.913
0.003,27.2,0.906
0,27.8,0.904
0,26.5,0.906
0,25.2,0.913
0,23.9,0.924
0,22,0.93
0,20.2,0.932
0,18.3,0.935
0,18.5,0.938
0,18.7,0.94
0,18.9,0.937
0,18.5,0.929
0.051,18.2,0.917
0.168,17.8,0.951
0.313,17.6,0.954
0.45,17.4,0.945
0.543,17.2,0.938
0.569,19.2,0.928
0.544,21.3,0.92
0.507,23.3,0.932
0.434,24.4,0.949
0.329,25.6,0.96
0.196,26.7,0.968
0.077,25.8,0.962
0.006,24.8,0.957
0,23.9,0.96
0,21.5,0.962
0,19.1,0.963
0,16.7,0.962
0,16.3,0.958
0,16,0.957
0,15.6,0.963
0,15.6,0.96
0,15.6,0.95
0,15.6,0.939
0,15.2,0.928
0.049,14.8,0.902
0.165,14.4,0.901
0.307,14.8,0.891
0.443,15.2,0.856
0.557,15.6,0.755
0.599,16.1,0.703
0.591,16.7,0.741
0.558,17.2,0.809
0.481,17.9,0.864
0.357,18.7,0.917
0.206,19.4,0.953
0.084,19.4,0.974
0.006,19.4,0.981
0,19.4,0.983
0,18.7,0.984
0,17.9,0.987
0,17.2,0.987
0,16.3,0.979
0,15.3,0.982
0,14.4,0.981
0,14.4,0.979
0,14.4,0.973
0,14.4,0.964
0,13.5,0.95
0.05,12.6,0.941
0.168,11.7,0.951
0.315,13,0.952
0.448,14.3,0.947
0.543,15.6,0.935
0.593,16.1,0.923
0.597,16.7,0.915
0.578,17.2,0.912
0.494,16.8,0.92
0.37,16.5,0.944
0.223,16.1,0.965
0.086,16.7,0.976
0.006,17.2,0.979
0,17.8,0.98
0,17.4,0.978
0,17.1,0.975
0,16.7,0.969
0,15.8,0.961
0,14.8,0.952
0,13.9,0.946
0,13.3,0.942
0,12.8,0.942
0,12.2,0.943
0,12.2,0.939
0.048,12.2,0.935
0.16,12.2,0.946
0.297,12.9,0.95
0.433,13.7,0.948
0.542,14.4,0.942
0.601,15.3,0.931
0.613,16.3,0.92
0.574,17.2,0.914
0.491,17.8,0.908
0.367,18.3,0.907
0.222,18.9,0.906
0.087,19.6,0.902
0.006,20.4,0.875
0,21.1,0.859
0,20.7,0.85
0,20.4,0.858
0,20,0.857
0,17,0.862
0,14.1,0.875
0,11.1,0.899
0,10.4,0.916
0,9.6,0.917
0,8.9,0.912
0,8.3,0.901
0.05,7.8,0.901
0.168,7.2,0.954
0.316,8.5,0.966
0.45,9.8,0.968
0.546,11.1,0.97
0.593,13.7,0.971
0.599,16.3,0.969
0.583,18.9,0.966
0.5,19.8,0.963
0.378,20.8,0.961
0.229,21.7,0.962
0.088,21.7,0.965
0.007,21.7,0.969
0,21.7,0.974
0,20.8,0.977
0,19.8,0.975
0,18.9,0.97
0,17.2,0.964
0,15.6,0.958
0,13.9,0.961
0,12.6,0.959
0,11.3,0.958
0,10,0.961
0,9.4,0.964
0.05,8.9,0.964
0.168,8.3,0.973
0.319,9.8,0.977
0.452,11.3,0.979
0.549,12.8,0.982
0.602,15.4,0.984
0.608,18,0.985
0.589,20.6,0.987
0.504,21.5,0.988
0.379,22.4,0.986
0.228,23.3,0.982
0.087,24.2,0.978
0.006,25.2,0.978
0,26.1,0.983
0,25.4,0.984
0,24.6,0.984
0,23.9,0.982
0,21.7,0.981
0,19.4,0.98
0,17.2,0.975
0,15.4,0.968
0,13.5,0.959
0,11.7,0.951
0,11.3,0.946
0.05,11,0.945
0.168,10.6,0.959
0.312,12.4,0.972
0.437,14.3,0.978
0.539,16.1,0.982
0.582,18.5,0.984
0.588,20.9,0.983
0.548,23.3,0.98
0.472,24.8,0.975
0.352,26.3,0.969
0.214,27.8,0.962
0.085,28.9,0.959
0.006,30,0.955
0,31.1,0.959
0,30.2,0.962
0,29.2,0.966
0,28.3,0.974
0,25.2,0.982
0,22,0.988
0,18.9,0.988
0,18.5,0.987
0,18.2,0.984
0,17.8,0.981
0,15.9,0.978
0.05,14.1,0.975
0.17,12.2,0.978
0.321,14.6,0.981
0.453,17,0.983
0.557,19.4,0.982
0.613,21.8,0.977
0.621,24.3,0.966
0.581,26.7,0.955
0.496,28.9,0.958
0.373,31.1,0.971
0.225,33.3,0.982
0.087,34.1,0.986
0.006,34.8,0.985
0,35.6,0.987
0,35,0.989
0,34.5,0.99
0,33.9,0.99
0,28.9,0.989
0,23.9,0.989
0,18.9,0.989
0,18,0.986
0,17,0.981
0,16.1,0.975
0,15.7,0.971
0.049,15.4,0.968
0.17,15,0.974
0.323,16.5,0.978
0.461,17.9,0.978
0.57,19.4,0.976
0.621,22,0.97
0.625,24.6,0.962
0.582,27.2,0.957
0.496,28.9,0.956
0.371,30.5,0.958
0.222,32.2,0.958
0.085,32.8,0.952
0.006,33.3,0.944
0,33.9,0.948
0,32.2,0.953
0,30.6,0.952
0,28.9,0.951
0,26.3,0.953
0,23.7,0.953
0,21.1,0.952
0,19.6,0.952
0,18.2,0.949
0,16.7,0.941
0,15.9,0.929
0.048,15.2,0.911
0.164,14.4,0.937
0.299,14.8,0.949
0.411,15.2,0.949
0.496,15.6,0.95
0.542,18,0.947
0.558,20.4,0.944
0.571,22.8,0.941
0.496,24.6,0.938
0.376,26.5,0.943
0.228,28.3,0.954
0.088,29.6,0.959
0.006,30.9,0.951
0,32.2,0.936
0,31.5,0.917
0,30.7,0.908
0,30,0.916
0,26.5,0.925
0,22.9,0.928
0,19.4,0.924
0,18.3,0.911
0,17.2,0.887
0,16.1,0.859
0,15.5,0.835
0.047,15,0.815
0.163,14.4,0.815
0.307,14.8,0.829
0.437,15.2,0.851
0.557,15.6,0.854
0.605,16.7,0.809
0.61,17.8,0.726
0.572,18.9,0.611
0.488,22,0.525
0.367,25.2,0.574
0.223,28.3,0.699
0.086,29.4,0.724
0.005,30.6,0.725
0,31.7,0.701
0,30.8,0.672
0,29.8,0.633
0,28.9,0.566
0,25.7,0.457
0,22.6,0.342
0,19.4,0.264
0,18.7,0.222
0,17.9,0.188
0,17.2,0.159
0,16.3,0.131
0.048,15.3,0.084
0.169,14.4,0.043
0.318,14.8,0.021
0.445,15.2,0.01
0.54,15.6,0.01
0.606,17.6,0.023
0.624,19.7,0.039
0.586,21.7,0.051
0.503,23.2,0.055
0.379,24.6,0.045
0.229,26.1,0.036
0.087,26.3,0.04
0.006,26.5,0.064
0,26.7,0.083
0,24.5,0.08
0,22.2,0.076
0,20,0.077
0,18.1,0.08
0,16.3,0.078
0,14.4,0.079
0,14.6,0.085
0,14.8,0.077
0,15,0.062
0,14.8,0.054
0.049,14.6,0.046
0.173,14.4,0.058
0.326,14.6,0.066
0.462,14.8,0.06
0.541,15,0.047
0.591,15.4,0.029
0.59,15.7,0.014
0.556,16.1,0.008
0.485,16.7,0.008
0.372,17.2,0.011
0.227,17.8,0.017
0.087,19.5,0.032
0.005,21.1,0.057
0,22.8,0.076
0,22.2,0.078
0,21.7,0.067
0,21.1,0.051
0,18.7,0.041
0,16.3,0.032
0,13.9,0.021
0,13.2,0.012
0,12.4,0.014
0,11.7,0.024
0,10.8,0.03
0.045,9.8,0.021
0.165,8.9,0.019
0.32,10.2,0.026
0.467,11.5,0.041
0.572,12.8,0.065
0.624,15,0.093
0.629,17.2,0.111
0.591,19.4,0.119
0.511,20.3,0.112
0.383,21.3,0.096
0.222,22.2,0.087
0.084,22.8,0.097
0.004,23.3,0.137
0,23.9,0.164
0,22.8,0.164
0,21.7,0.156
0,20.6,0.164
0,18.2,0.179
0,15.7,0.181
0,13.3,0.192
0,12.9,0.192
0,12.6,0.163
0,12.2,0.121
0,11.5,0.105
0.032,10.7,0.093
0.148,10,0.096
0.294,10.9,0.103
0.434,11.9,0.112
0.551,12.8,0.115
0.601,13.7,0.12
0.618,14.7,0.114
0.586,15.6,0.121
0.503,17.1,0.137
0.383,18.5,0.161
0.232,20,0.197
0.089,21.1,0.258
0.005,22.2,0.335
0,23.3,0.367
0,21.8,0.355
0,20.4,0.317
0,18.9,0.295
0,16.9,0.301
0,14.8,0.314
0,12.8,0.394
0,12.4,0.402
0,12.1,0.454
0,11.7,0.436
0,11.7,0.415
0.048,11.7,0.432
0.17,11.7,0.568
0.306,12.2,0.666
0.411,12.8,0.73
0.496,13.3,0.799
0.543,14.1,0.85
0.564,14.8,0.869
0.521,15.6,0.88
0.451,17.6,0.877
0.343,19.7,0.877
0.21,21.7,0.88
0.081,22.6,0.86
0.004,23.5,0.826
0,24.4,0.784
0,23.5,0.767
0,22.6,0.796
0,21.7,0.84
0,19.3,0.852
0,16.8,0.861
0,14.4,0.88
0,13.1,0.888
0,11.9,0.893
0,10.6,0.903
0,10.4,0.917
0.043,10.2,0.927
0.162,10,0.934
0.301,10.9,0.958
0.426,11.9,0.97
0.538,12.8,0.975
0.609,13.3,0.98
0.614,13.9,0.984
0.584,14.4,0.987
0.487,17,0.989
0.374,19.6,0.989
0.226,22.2,0.987
0.086,23.3,0.979
0.004,24.5,0.964
0,25.6,0.95
0,24.7,0.945
0,23.7,0.94
0,22.8,0.938
0,20.6,0.935
0,18.3,0.93
0,16.1,0.922
0,15,0.921
0,13.9,0.928
0,12.8,0.925
0,12.8,0.924
0.035,12.8,0.924
0.143,12.8,0.944
0.28,13,0.96
0.425,13.1,0.967
0.558,13.3,0.972
0.612,13.9,0.976
0.62,14.4,0.979
0.586,15,0.981
0.499,18.5,0.98
0.375,22.1,0.98
0.226,25.6,0.98
0.085,26.5,0.976
0.004,27.4,0.963
0,28.3,0.962
0,26.6,0.961
0,25,0.953
0,23.3,0.959
0,20.2,0.955
0,17,0.951
0,13.9,0.946
0,13.2,0.944
0,12.4,0.947
0,11.7,0.958
0,11.9,0.968
0.043,12,0.967
0.157,12.2,0.968
0.294,12.6,0.98
0.429,12.9,0.983
0.522,13.3,0.983
0.582,14.1,0.984
0.598,14.8,0.983
0.584,15.6,0.979
0.508,16.9,0.975
0.389,18.1,0.973
0.237,19.4,0.973
0.089,20.9,0.973
0.005,22.4,0.97
0,23.9,0.972
0,21.3,0.975
0,18.7,0.973
0,16.1,0.968
0,15,0.962
0,13.9,0.957
0,12.8,0.951
0,12.4,0.946
0,12.1,0.944
0,11.7,0.942
0,11.5,0.935
0.046,11.3,0.926
0.175,11.1,0.938
0.338,12.6,0.954
0.477,14.1,0.959
0.59,15.6,0.962
0.643,16,0.962
0.65,16.3,0.96
0.611,16.7,0.959
0.527,17.8,0.957
0.399,18.9,0.953
0.24,20,0.953
0.088,19.8,0.953
0.005,19.6,0.944
0,19.4,0.939
0,19.2,0.946
0,19.1,0.948
0,18.9,0.946
0,17,0.94
0,15.2,0.924
0,13.3,0.906
0,12,0.9
0,10.7,0.903
0,9.4,0.894
0,8.3,0.881
0.046,7.2,0.893
0.168,6.1,0.918
0.305,8,0.926
0.417,9.8,0.924
0.544,11.7,0.926
0.624,14.5,0.93
0.642,17.2,0.935
0.602,20,0.942
0.494,21.7,0.947
0.315,23.3,0.95
0.132,25,0.947
0.043,25.4,0.938
0.001,25.7,0.934
0,26.1,0.935
0,24.8,0.935
0,23.5,0.931
0,22.2,0.929
0,19.8,0.925
0,17.4,0.927
0,15,0.932
0,14.4,0.935
0,13.9,0.928
0,13.3,0.933
0,12.8,0.932
0.043,12.2,0.933
0.157,11.7,0.946
0.308,12.6,0.959
0.459,13.5,0.966
0.565,14.4,0.96
0.618,16.3,0.951
0.623,18.1,0.939
0.56,20,0.926
0.388,22,0.912
0.212,24.1,0.905
0.096,26.1,0.899
0.034,26.8,0.895
0.001,27.6,0.86
0,28.3,0.842
0,27.9,0.847
0,27.6,0.866
0,27.2,0.885
0,23.9,0.886
0,20.5,0.874
0,17.2,0.861
0,17,0.853
0,16.9,0.851
0,16.7,0.845
0,15.6,0.846
0.047,14.4,0.851
0.166,13.3,0.911
0.292,14.8,0.936
0.366,16.3,0.938
0.421,17.8,0.933
0.443,20,0.931
0.432,22.2,0.933
0.41,24.4,0.94
0.338,25.7,0.944
0.227,27,0.941
0.122,28.3,0.932
0.039,28.9,0.917
0,29.4,0.918
0,30,0.928
0,28.3,0.926
0,26.7,0.917
0,25,0.91
0,22.6,0.904
0,20.2,0.89
0,18.7,0.859
0,17.1,0.812
0,15.6,0.757
0,14,0.763
0,12.5,0.766
0.046,10.9,0.772
0.165,9.4,0.855
0.291,11.1,0.907
0.379,11.1,0.92
0.469,11.7,0.927
0.594,12.2,0.932
0.644,12.8,0.93
0.597,14.4,0.924
0.511,16.7,0.931
0.373,19.4,0.942
0.195,20,0.947
0.057,21.1,0.942
0.001,21.7,0.921
0,21.7,0.914
0,20,0.913
0,18.3,0.901
0,16.7,0.886
0,15,0.887
0,15,0.905
0,14.4,0.916
0,13.9,0.923
0,13.3,0.93
0,13.3,0.938
0,13.3,0.947
0.03,13.3,0.94
0.111,13.3,0.938
0.252,13.3,0.948
0.35,13.3,0.958
0.399,13.3,0.959
0.422,15.6,0.951
0.415,15,0.939
0.36,16.1,0.935
0.261,16.7,0.933
0.161,18.9,0.934
0.08,18.3,0.929
0.029,18.3,0.908
0.001,17.2,0.879
0,16.7,0.852
0,16.7,0.838
0,15.6,0.824
0,15,0.799
0,14.4,0.791
0,13.9,0.808
0,12.8,0.836
0,13.3,0.859
0,12.8,0.882
0,12.2,0.908
0,11.7,0.93
0.038,11.7,0.941
0.146,10.6,0.95
0.285,10.6,0.975
0.382,11.7,0.978
0.448,13.3,0.979
0.494,15,0.979
0.583,16.7,0.977
0.576,17.8,0.975
0.5,17.8,0.974
0.373,18.9,0.975
0.218,19.4,0.975
0.077,20,0.973
0.003,20,0.969
0,20,0.973
0,18.9,0.975
0,17.8,0.974
0,16.7,0.975
0,15.6,0.975
0,14.4,0.976
0,13.3,0.983
