sol_irr,T_amb,wind_pow
0.213,15.6,0.627
0.064,15,0.651
0,14.4,0.626
0,13.9,0.593
0,12.8,0.606
0,13.3,0.608
0,12.8,0.599
0,12.2,0.597
0,11.7,0.594
0,11.7,0.572
0,10.6,0.557
0,10.6,0.544
0,11.7,0.532
0.013,13.3,0.508
0.109,15,0.506
0.287,16.7,0.514
0.459,17.8,0.462
0.592,17.8,0.442
0.674,18.9,0.436
0.706,19.4,0.438
0.696,20,0.49
0.641,20,0.557
0.54,20,0.597
0.394,18.9,0.627
0.22,17.8,0.671
0.064,16.7,0.711
0,15.6,0.695
0,14.4,0.649
0,13.3,0.65
0,12.8,0.624
0,13.3,0.594
0,13.9,0.559
0,13.9,0.532
0,13.9,0.51
0,13.9,0.506
0,13.3,0.523
0,13.3,0.552
0.012,12.8,0.566
0.108,13.3,0.622
0.281,14.4,0.682
0.458,15,0.667
0.591,15.6,0.678
0.677,16.7,0.661
0.716,17.2,0.635
0.708,17.2,0.624
0.651,17.2,0.637
0.543,17.2,0.665
0.395,17.2,0.692
0.22,16.7,0.716
0.064,15.6,0.722
0,15,0.658
0,13.9,0.59
0,13.3,0.584
0,13.3,0.602
0,13.3,0.615
0,12.8,0.625
0,13.3,0.638
0,12.8,0.65
0,13.3,0.635
0,12.8,0.613
0,13.3,0.584
0.012,13.9,0.538
0.111,15.6,0.52
0.285,16.7,0.521
0.455,17.2,0.476
0.582,17.8,0.469
0.659,18.3,0.479
0.676,20,0.488
0.637,19.4,0.516
0.565,20,0.582
0.47,20.6,0.661
0.346,20,0.721
0.202,19.4,0.751
0.064,17.2,0.746
0,15.6,0.685
0,13.9,0.613
0,12.8,0.58
0,11.1,0.543
0,10,0.491
0,10.6,0.442
0,8.3,0.408
0,9.4,0.4
0,8.3,0.426
0,7.8,0.463
0,8.9,0.494
0.011,10,0.503
0.108,13.9,0.51
0.277,15.6,0.557
0.446,17.2,0.562
0.579,18.9,0.542
0.664,20,0.526
0.707,22.2,0.509
0.695,23.3,0.493
0.638,24.4,0.488
0.523,24.4,0.51
0.378,25,0.554
0.209,24.4,0.601
0.061,23.3,0.613
0,21.1,0.563
0,18.3,0.498
0,17.2,0.447
0,16.7,0.429
0,12.2,0.45
0,13.3,0.476
0,13.3,0.488
0,13.3,0.491
0,11.7,0.495
0,10.6,0.494
0,13.3,0.486
0.011,15.6,0.469
0.108,17.2,0.454
0.286,19.4,0.504
0.462,21.7,0.498
0.597,24.4,0.52
0.682,25,0.527
0.721,26.1,0.523
0.711,27.8,0.52
0.655,28.3,0.529
0.552,28.9,0.566
0.408,28.3,0.617
0.228,27.8,0.666
0.062,25,0.697
0,22.8,0.674
0,19.4,0.619
0,17.2,0.633
0,15.6,0.639
0,12.2,0.633
0,12.2,0.639
0,11.1,0.652
0,10.6,0.664
0,10.6,0.671
0,9.4,0.673
0,11.1,0.677
0.011,15.6,0.67
0.111,19.4,0.695
0.3,21.7,0.75
0.477,23.3,0.748
0.612,25.6,0.715
0.696,27.2,0.685
0.735,28.9,0.663
0.725,30.6,0.659
0.669,31.1,0.671
0.564,32.2,0.691
0.415,32.2,0.704
0.232,31.7,0.707
0.061,28.9,0.704
0,25.6,0.642
0,22.8,0.563
0,17.2,0.541
0,17.2,0.529
0,16.1,0.525
0,13.9,0.547
0,13.3,0.588
0,11.7,0.583
0,11.1,0.586
0,11.1,0.562
0,11.7,0.507
0.01,15,0.471
0.109,18.9,0.491
0.307,21.1,0.499
0.491,23.9,0.479
0.628,26.1,0.481
0.714,27.8,0.499
0.751,28.3,0.527
0.742,30,0.567
0.685,31.1,0.607
0.579,31.7,0.663
0.427,31.1,0.71
0.238,30.6,0.725
0.06,28.3,0.704
0,22.2,0.63
0,20.6,0.58
0,17.8,0.573
0,15,0.556
0,12.8,0.525
0,13.3,0.503
0,13.9,0.493
0,11.1,0.501
0,12.2,0.521
0,11.7,0.544
0,12.2,0.57
0.01,16.7,0.586
0.108,20.6,0.649
0.301,22.8,0.677
0.48,24.4,0.664
0.616,26.7,0.644
0.702,28.9,0.624
0.739,30.6,0.61
0.729,32.2,0.601
0.672,32.8,0.599
0.567,33.9,0.607
0.416,33.9,0.618
0.231,32.2,0.621
0.061,28.9,0.618
0,22.8,0.554
0,18.9,0.51
0,18.9,0.504
0,15.6,0.51
0,14.4,0.519
0,14.4,0.532
0,12.8,0.556
0,12.8,0.591
0,12.8,0.605
0,13.9,0.612
0,13.3,0.623
0.01,14.4,0.615
0.108,16.1,0.666
0.296,17.8,0.683
0.472,17.2,0.653
0.606,18.3,0.621
0.69,20,0.591
0.726,20.6,0.564
0.714,21.7,0.539
0.654,22.2,0.525
0.532,21.7,0.54
0.382,21.7,0.58
0.209,20.6,0.628
0.058,18.9,0.663
0,15.6,0.625
0,14.4,0.561
0,13.3,0.566
0,11.1,0.585
0,11.7,0.556
0,10.6,0.511
0,8.3,0.432
0,8.9,0.391
0,7.8,0.42
0,7.8,0.468
0,8.3,0.501
0.008,11.7,0.517
0.103,15,0.603
0.269,18.3,0.708
0.439,20.6,0.714
0.575,22.8,0.7
0.663,23.9,0.68
0.687,25,0.653
0.677,26.1,0.653
0.619,26.7,0.673
0.529,27.2,0.701
0.381,26.7,0.733
0.208,25,0.768
0.057,23.3,0.782
0,20.6,0.72
0,18.9,0.628
0,17.2,0.61
0,16.1,0.604
0,14.4,0.586
0,12.8,0.573
0,10.6,0.562
0,10,0.566
0,10,0.572
0,9.4,0.59
0,10.6,0.617
0.008,17.2,0.625
0.103,19.4,0.693
0.266,22.2,0.782
0.431,23.3,0.785
0.561,24.4,0.771
0.646,26.1,0.763
0.689,27.8,0.761
0.677,28.9,0.755
0.617,30,0.755
0.501,30,0.766
0.356,30,0.778
0.192,28.3,0.778
0.052,25.6,0.744
0,22.8,0.647
0,18.9,0.56
0,16.7,0.554
0,15,0.489
0,13.9,0.448
0,12.8,0.442
0,12.2,0.456
0,11.7,0.464
0,11.7,0.484
0,11.1,0.513
0,12.2,0.544
0.007,14.4,0.549
0.098,16.7,0.618
0.269,19,0.672
0.438,21.2,0.68
0.574,23.3,0.684
0.662,25.1,0.697
0.717,26.7,0.714
0.707,27.8,0.731
0.649,27.8,0.74
0.552,27.2,0.74
0.401,26.1,0.741
0.221,23.9,0.738
0.058,20.6,0.715
0,17.2,0.63
0,15.6,0.552
0,13.9,0.574
0,12.2,0.583
0,13.3,0.628
0,12.2,0.663
0,10.6,0.678
0,10,0.696
0,9.4,0.669
0,7.8,0.665
0,8.9,0.669
0.008,11.7,0.666
0.106,15,0.737
0.282,17.2,0.815
0.457,19.4,0.833
0.595,21.7,0.844
0.684,23.3,0.851
0.727,25.6,0.855
0.718,26.7,0.854
0.66,27.8,0.85
0.551,27.8,0.832
0.401,26.7,0.802
0.22,25,0.769
0.057,22.8,0.714
0,19.4,0.597
0,16.7,0.521
0,16.1,0.524
0,15,0.556
0,14.4,0.578
0,13.9,0.598
0,13.3,0.616
0,12.8,0.637
0,12.8,0.645
0,12.8,0.695
0,14.4,0.722
0.007,16.1,0.728
0.107,17.8,0.781
0.303,18.3,0.8
0.484,20,0.791
0.621,21.1,0.782
0.708,21.1,0.772
0.75,20.6,0.774
0.739,20.6,0.785
0.682,19.4,0.791
0.578,18.9,0.776
0.425,17.8,0.741
0.236,17.2,0.703
0.057,15.6,0.663
0,11.7,0.559
0,12.2,0.457
0,10.6,0.462
0,10,0.494
0,11.1,0.525
0,11.7,0.574
0,10,0.596
0,10,0.624
0,10,0.644
0,9.4,0.655
0,11.7,0.653
0.007,12.2,0.658
0.106,13.3,0.72
0.314,15.6,0.741
0.499,17.2,0.731
0.641,17.8,0.725
0.726,18.3,0.722
0.764,20.6,0.718
0.753,20,0.718
0.695,19.4,0.717
0.586,19.4,0.72
0.43,18.9,0.718
0.237,18.3,0.705
0.056,17.2,0.683
0,15,0.574
0,15,0.458
0,13.3,0.431
0,12.2,0.479
0,11.7,0.544
0,10.6,0.586
0,10,0.609
0,9.4,0.617
0,8.9,0.629
0,8.3,0.622
0,8.3,0.603
0.006,11.7,0.568
0.102,13.9,0.562
0.298,15.6,0.52
0.485,17.2,0.459
0.621,17.8,0.422
0.706,18.3,0.415
0.739,18.9,0.431
0.727,19.4,0.454
0.666,21.1,0.478
0.559,21.1,0.484
0.404,20.6,0.47
0.219,18.9,0.46
0.054,17.8,0.467
0,14.4,0.442
0,14.4,0.418
0,11.7,0.434
0,11.7,0.425
0,10.6,0.438
0,10,0.463
0,8.3,0.476
0,6.7,0.476
0,6.1,0.466
0,5.6,0.451
0,5.6,0.436
0.006,10,0.415
0.103,13.3,0.395
0.277,15.6,0.432
0.45,17.2,0.407
0.584,18.3,0.386
0.666,19.4,0.374
0.699,20,0.368
0.685,21.1,0.367
0.625,20,0.374
0.496,20,0.392
0.346,20,0.421
0.194,18.9,0.464
0.048,17.2,0.51
0,16.1,0.503
0,15.6,0.455
0,15,0.413
0,14.4,0.393
0,13.9,0.383
0,13.3,0.383
0,13.3,0.386
0,12.8,0.385
0,12.8,0.387
0,12.2,0.388
0,12.8,0.38
0.005,13.9,0.375
0.1,14.4,0.368
0.261,17.2,0.433
0.424,17.8,0.41
0.554,17.8,0.361
0.633,18.3,0.305
0.638,20.6,0.254
0.59,20.6,0.202
0.486,22.2,0.149
0.348,21.1,0.168
0.253,21.7,0.28
0.16,22.2,0.454
0.043,20,0.561
0,16.7,0.532
0,16.1,0.466
0,13.3,0.417
0,11.1,0.398
0,10.6,0.374
0,8.9,0.376
0,8.3,0.398
0,8.3,0.418
0,7.2,0.426
0,7.2,0.413
0,8.3,0.388
0.005,10,0.361
0.095,11.7,0.274
0.261,15.6,0.284
0.429,18.9,0.309
0.559,20.6,0.305
0.643,22.8,0.328
0.68,23.3,0.352
0.669,24.4,0.376
0.611,25,0.449
0.502,25,0.574
0.353,25,0.696
0.184,23.3,0.765
0.044,21.1,0.749
0,18.9,0.756
0,14.4,0.627
0,12.8,0.502
0,11.7,0.413
0,11.1,0.357
0,10.6,0.339
0,9.4,0.357
0,8.3,0.377
0,7.8,0.362
0,7.8,0.331
0,7.2,0.309
0.005,13.3,0.302
0.101,16.1,0.289
0.278,18.3,0.352
0.453,20.6,0.38
0.588,22.8,0.422
0.673,23.9,0.487
0.715,25.6,0.547
0.695,26.7,0.571
0.631,27.8,0.556
0.475,27.8,0.552
0.343,27.8,0.571
0.178,26.7,0.588
0.044,21.7,0.549
0,20.6,0.449
0,15.6,0.395
0,13.9,0.403
0,13.3,0.437
0,11.1,0.479
0,10.6,0.511
0,10,0.524
0,9.4,0.54
0,8.9,0.568
0,8.3,0.599
0,8.3,0.62
0.004,12.8,0.624
0.102,17.2,0.668
0.281,20,0.748
0.456,22.2,0.755
0.592,23.9,0.751
0.68,26.1,0.753
0.717,27.8,0.754
0.705,28.9,0.757
0.647,30,0.757
0.541,30,0.755
0.391,28.9,0.752
0.209,27.8,0.744
0.049,25.6,0.714
0,21.1,0.612
0,20,0.556
0,16.1,0.596
0,13.9,0.619
0,12.2,0.71
0,11.7,0.722
0,11.1,0.713
0,10.6,0.707
0,10,0.701
0,9.4,0.695
0,9.4,0.712
0.001,15.6,0.724
0.046,18.3,0.738
0.128,20.6,0.814
0.247,23.3,0.85
0.426,26.1,0.857
0.575,26.1,0.852
0.639,27.8,0.849
0.639,30.6,0.868
0.581,31.1,0.884
0.473,31.1,0.883
0.342,30.6,0.873
0.193,28.9,0.851
0.049,25,0.816
0,22.8,0.751
0,20.6,0.686
0,18.3,0.674
0,15,0.696
0,14.4,0.715
0,13.3,0.703
0,12.2,0.704
0,12.2,0.718
0,11.1,0.741
0,11.1,0.758
0,13.3,0.744
0.004,16.1,0.754
0.099,18.9,0.815
0.291,20.6,0.849
0.473,21.1,0.842
0.613,23.3,0.821
0.702,26.1,0.798
0.732,25.6,0.784
0.72,26.7,0.79
0.659,27.2,0.8
0.549,28.3,0.797
0.391,27.2,0.779
0.206,25.6,0.754
0.046,24.4,0.707
0,21.7,0.613
0,20.6,0.583
0,18.9,0.544
0,17.8,0.566
0,16.1,0.59
0,14.4,0.618
0,13.9,0.65
0,15,0.683
0,14.4,0.698
0,13.3,0.712
0,13.3,0.721
0.003,15,0.706
0.092,16.1,0.751
0.284,16.7,0.745
0.471,18.3,0.695
0.614,19.4,0.655
0.706,19.4,0.643
0.731,18.3,0.648
0.72,20,0.668
0.658,20,0.697
0.545,20,0.722
0.387,20.6,0.731
0.203,20,0.727
0.045,18.3,0.705
0,15.6,0.626
0,14.4,0.594
0,15,0.615
0,15.6,0.622
0,15,0.625
0,15,0.624
0,15.6,0.624
0,15,0.633
0,15.6,0.638
0,15,0.633
0,15,0.619
0.003,15,0.597
0.091,15.6,0.62
0.255,16.1,0.618
0.468,16.7,0.583
0.627,17.8,0.566
0.717,18.3,0.571
0.76,18.9,0.588
0.75,18.9,0.602
0.69,18.9,0.611
0.574,18.3,0.621
0.415,18.3,0.63
0.222,17.8,0.621
0.047,17.2,0.601
0,17.2,0.55
0,16.7,0.516
0,16.1,0.479
0,15.6,0.431
0,15.6,0.407
0,15.6,0.4
0,15.6,0.395
0,15.6,0.395
0,15.6,0.413
0,13.9,0.435
0,11.7,0.454
0.002,14.4,0.466
0.082,16.7,0.495
0.241,19.4,0.507
0.418,20,0.479
0.568,20.6,0.456
0.671,22.8,0.439
0.759,24.4,0.431
0.748,25,0.433
0.687,25.6,0.44
0.582,26.7,0.455
0.421,25.6,0.473
0.224,25,0.479
0.048,22.8,0.476
0,20,0.438
0,18.3,0.398
0,18.3,0.367
0,18.3,0.35
0,18.3,0.343
0,18.3,0.347
0,15,0.355
0,15,0.367
0,15.6,0.383
0,15,0.4
0,14.4,0.415
0.002,17.8,0.423
0.093,19.4,0.41
0.269,21.7,0.494
0.451,23.3,0.44
0.58,25.6,0.404
0.643,27.2,0.409
0.673,29.4,0.414
0.665,31.1,0.405
0.612,32.2,0.387
0.507,33.3,0.376
0.366,31.7,0.417
0.189,27.8,0.519
0.039,23.9,0.617
0,21.1,0.613
0,18.9,0.591
0,17.8,0.592
0,17.2,0.502
0,16.1,0.348
0,16.7,0.254
0,15.6,0.238
0,16.1,0.305
0,16.7,0.396
0,15.6,0.436
0,15,0.442
0.002,16.7,0.424
0.081,17.8,0.362
0.248,19.4,0.313
0.418,20.6,0.272
0.551,21.1,0.19
0.639,23.3,0.089
0.673,23.3,0.035
0.66,22.2,0.01
0.597,20.6,0.009
0.47,21.7,0.028
0.315,21.1,0.227
0.159,20.6,0.459
0.031,18.3,0.661
0,17.8,0.661
0,15,0.576
0,14.4,0.501
0,13.9,0.439
0,16.1,0.376
0,15.6,0.311
0,15,0.256
0,14.4,0.222
0,13.9,0.201
0,13,0.183
0,13.9,0.175
0.002,15,0.169
0.079,16.1,0.14
0.239,17.2,0.126
0.413,18.9,0.195
0.557,19.4,0.273
0.651,20,0.279
0.686,20,0.255
0.673,21.7,0.249
0.615,22.2,0.308
0.503,22.2,0.466
0.346,21.1,0.594
0.172,21.7,0.682
0.035,18.9,0.707
0,17.2,0.685
0,15.6,0.654
0,15.2,0.563
0,14.8,0.374
0,14.4,0.181
0,14,0.151
0,13.6,0.334
0,13.2,0.527
0,12.8,0.583
0,12.4,0.597
0,12.1,0.62
0.001,11.7,0.642
0.061,13.4,0.691
0.175,15,0.822
0.309,16.7,0.863
0.444,17.2,0.871
0.559,17.8,0.874
0.655,18.3,0.867
0.678,18.5,0.867
0.6,18.7,0.864
0.46,18.9,0.857
0.322,17.6,0.852
0.17,16.3,0.832
0.027,15,0.758
0,13.5,0.613
0,12.1,0.541
0,10.6,0.516
0,9.8,0.501
0,9.1,0.488
0,8.3,0.464
0,8.5,0.431
0,8.7,0.402
0,8.9,0.381
0,9.8,0.364
0,10.8,0.362
0.001,11.7,0.38
0.076,13.5,0.379
0.193,15.4,0.523
0.307,17.2,0.559
0.404,17.8,0.571
0.476,18.3,0.593
0.554,18.9,0.615
0.632,19.5,0.651
0.624,20,0.674
0.534,20.6,0.698
0.386,19.5,0.707
0.2,18.3,0.696
0.039,17.2,0.645
0,15,0.523
0,12.8,0.457
0,10.6,0.431
0,10.2,0.413
0,9.8,0.419
0,9.4,0.431
0,9.6,0.454
0,9.8,0.48
0,10,0.501
0,10.2,0.51
0,10.4,0.516
0.001,10.6,0.513
0.103,12.8,0.547
0.301,15,0.627
0.485,17.2,0.637
0.625,19.1,0.625
0.712,20.9,0.617
0.752,22.8,0.61
0.741,23.2,0.61
0.684,23.5,0.613
0.575,23.9,0.599
0.418,22.4,0.568
0.223,20.9,0.538
0.042,19.4,0.502
0,17.2,0.422
0,15,0.337
0,12.8,0.3
0,12.1,0.288
0,11.3,0.294
0,10.6,0.32
0,10.2,0.347
0,9.8,0.356
0,9.4,0.35
0,10.3,0.343
0,11.3,0.345
0.001,12.2,0.355
0.105,14.2,0.379
0.299,16.3,0.443
0.484,18.3,0.465
0.618,19.6,0.488
0.7,20.9,0.51
0.733,22.2,0.534
0.708,22,0.562
0.628,21.9,0.598
0.51,21.7,0.621
0.373,20.4,0.637
0.203,19.1,0.645
0.041,17.8,0.63
0,17.4,0.527
0,17.1,0.423
0,16.7,0.374
0,16.7,0.364
0,16.7,0.38
0,16.7,0.421
0,16.5,0.467
0,16.3,0.516
0,16.1,0.541
0,16.3,0.554
0,16.5,0.561
0.001,16.7,0.557
0.11,16.5,0.552
0.316,16.3,0.642
0.502,16.1,0.635
0.64,16.3,0.634
0.723,16.5,0.65
0.76,16.7,0.668
0.746,15.6,0.692
0.684,14.4,0.722
0.584,13.3,0.742
0.422,13.1,0.751
0.223,13,0.751
0.04,12.8,0.724
0,12.4,0.625
0,12.1,0.57
0,11.7,0.549
0,11.3,0.537
0,11,0.525
0,10.6,0.525
0,10.4,0.538
0,10.2,0.561
0,10,0.59
0,10.4,0.604
0,10.7,0.609
0.001,11.1,0.607
0.105,12.6,0.616
0.304,14.1,0.739
0.497,15.6,0.731
0.642,16.5,0.7
0.729,17.4,0.678
0.767,18.3,0.668
0.756,18.3,0.674
0.697,18.3,0.7
0.59,18.3,0.723
0.431,16.6,0.73
0.23,15,0.724
0.041,13.3,0.687
0,11.5,0.544
0,9.6,0.429
0,7.8,0.391
0,7.8,0.387
0,7.8,0.409
0,7.8,0.447
0,6.9,0.488
0,5.9,0.526
0,5,0.599
0,5.7,0.646
0,6.5,0.674
0.001,7.2,0.686
0.109,9.4,0.717
0.325,11.7,0.776
0.514,13.9,0.758
0.654,15.4,0.74
0.742,16.8,0.737
0.78,18.3,0.751
0.769,18.5,0.777
0.71,18.7,0.806
0.601,18.9,0.829
0.439,17.8,0.835
0.235,16.7,0.824
0.04,15.6,0.783
0,12.8,0.634
0,10,0.547
0,7.2,0.525
0,6.8,0.51
0,6.5,0.521
0,6.1,0.543
0,5.4,0.574
0,4.6,0.604
0,3.9,0.642
0,4.5,0.642
0,5,0.62
0,5.6,0.616
0.113,9.3,0.612
0.326,13,0.735
0.514,16.7,0.74
0.653,18.4,0.727
0.739,20,0.718
0.773,21.7,0.71
0.759,22.1,0.704
0.697,22.4,0.695
0.591,22.8,0.677
0.428,20.8,0.657
0.224,18.7,0.64
0.037,16.7,0.607
0,15.4,0.494
0,14.1,0.436
0,12.8,0.437
0,11.1,0.467
0,9.5,0.496
0,7.8,0.516
0,6.9,0.534
0,5.9,0.586
0,5,0.577
0,5.2,0.58
0,5.4,0.591
0,5.6,0.604
0.091,9.7,0.601
0.283,13.7,0.68
0.481,17.8,0.685
0.622,19.8,0.686
0.711,21.9,0.7
0.752,23.9,0.722
0.739,24.8,0.747
0.678,25.8,0.761
0.563,26.7,0.758
0.401,24.1,0.741
0.203,21.5,0.714
0.033,18.9,0.657
0,16.5,0.511
0,14.1,0.424
0,11.7,0.421
0,10.8,0.465
0,9.8,0.527
0,8.9,0.583
0,7.8,0.646
0,6.7,0.689
0,5.6,0.676
0,6.3,0.633
0,7.1,0.613
0,7.8,0.618
0.093,11.3,0.583
0.29,14.8,0.684
0.477,18.3,0.686
0.617,20.5,0.674
0.705,22.8,0.671
0.717,25,0.663
0.702,25.7,0.642
0.63,26.5,0.606
0.507,27.2,0.58
0.353,24.2,0.568
0.175,21.3,0.574
0.027,18.3,0.566
0,15.9,0.495
0,13.5,0.44
0,11.1,0.416
0,11.8,0.407
0,12.6,0.41
0,13.3,0.43
0,12,0.466
0,10.7,0.484
0,9.4,0.466
0,10,0.43
0,10.5,0.4
0,11.1,0.398
0.082,12.8,0.392
0.264,14.4,0.438
0.434,16.1,0.416
0.562,16.1,0.381
0.642,16.1,0.368
0.684,16.1,0.399
0.654,15.9,0.461
0.583,15.8,0.479
0.477,15.6,0.442
0.328,14.8,0.41
0.16,14.1,0.422
0.024,13.3,0.439
0,12.8,0.388
0,12.2,0.311
0,11.7,0.263
0,12.4,0.238
0,13.2,0.22
0,13.9,0.213
0,13.9,0.227
0,13.9,0.214
0,13.9,0.179
0,14.1,0.175
0,14.2,0.192
0,14.4,0.172
0.085,15.2,0.12
0.279,15.9,0.113
0.473,16.7,0.109
0.616,16.9,0.12
0.699,17,0.135
0.734,17.2,0.147
0.725,17.6,0.154
0.669,17.9,0.148
0.557,18.3,0.138
0.395,17.4,0.14
0.198,16.5,0.166
0.029,15.6,0.205
0,14.7,0.218
0,13.7,0.181
0,12.8,0.144
0,11.5,0.114
0,10.2,0.095
0,8.9,0.085
0,9.3,0.084
0,9.6,0.085
0,10,0.089
0,10.2,0.093
0,10.4,0.107
0,10.6,0.121
0.093,11.9,0.12
0.292,13.1,0.152
0.491,14.4,0.147
0.63,16.8,0.154
0.72,19.3,0.174
0.755,21.7,0.201
0.744,22.4,0.227
0.685,23.2,0.252
0.583,23.9,0.264
0.424,21.5,0.266
0.223,19.1,0.261
0.033,16.7,0.255
0,16.3,0.235
0,16,0.192
0,15.6,0.167
0,15.2,0.154
0,14.8,0.155
0,14.4,0.176
0,14.4,0.211
0,14.4,0.246
0,14.4,0.259
0,14.2,0.25
0,14.1,0.251
0,13.9,0.241
0.115,14.5,0.211
0.329,15,0.233
0.518,15.6,0.214
0.658,15.8,0.214
0.743,15.9,0.249
0.779,16.1,0.306
0.768,15.7,0.368
0.709,15.4,0.414
0.594,15,0.442
0.433,14.6,0.457
0.229,14.3,0.464
0.033,13.9,0.444
0,13.5,0.348
0,13.2,0.283
0,12.8,0.271
0,12.1,0.288
0,11.3,0.319
0,10.6,0.355
0,11,0.394
0,11.3,0.436
0,11.7,0.468
0,11.1,0.489
0,10.6,0.513
0,10,0.501
0.111,11.3,0.491
0.329,12.6,0.58
0.523,13.9,0.578
0.663,14.6,0.593
0.749,15.4,0.635
0.783,16.1,0.682
0.771,16.7,0.724
0.71,17.2,0.755
0.599,17.8,0.781
0.435,16.7,0.799
0.229,15.5,0.802
0.032,14.4,0.777
0,13.1,0.68
0,11.9,0.652
0,10.6,0.663
0,10.8,0.668
0,10.9,0.68
0,11.1,0.696
0,10.7,0.71
0,10.4,0.72
0,10,0.729
0,9.8,0.726
0,9.6,0.697
0,9.4,0.686
0.075,11.1,0.683
0.299,12.7,0.812
0.494,14.4,0.829
0.641,16.1,0.833
0.73,17.7,0.844
0.766,19.4,0.86
0.747,20.3,0.875
0.685,21.3,0.883
0.571,22.2,0.884
0.41,20.7,0.88
0.211,19.3,0.87
0.028,17.8,0.838
0,16.5,0.746
0,15.2,0.716
0,13.9,0.701
0,14.3,0.718
0,14.6,0.719
0,15,0.746
0,14.8,0.775
0,14.6,0.783
0,14.4,0.778
0,13.9,0.77
0,13.3,0.755
0,12.8,0.755
0.073,13.5,0.76
0.279,14.3,0.84
0.49,15,0.829
0.65,15.4,0.813
0.745,15.7,0.804
0.783,16.1,0.796
0.771,16.5,0.79
0.709,16.8,0.784
0.594,17.2,0.777
0.429,16.1,0.768
0.22,15,0.737
0.025,13.9,0.673
0,12.6,0.525
0,11.3,0.447
0,10,0.414
0,10.2,0.415
0,10.4,0.438
0,10.6,0.458
0,9.7,0.459
0,8.7,0.457
0,7.8,0.47
0,8.3,0.42
0,8.9,0.367
0,9.4,0.329
0.099,11.3,0.278
0.311,13.1,0.28
0.499,15,0.27
0.64,16.5,0.273
0.73,17.9,0.295
0.758,19.4,0.323
0.736,19.6,0.346
0.665,19.8,0.358
0.571,20,0.346
0.391,18.9,0.315
0.207,17.8,0.263
0.026,16.7,0.194
0,15.9,0.125
0,15.2,0.07
0,14.4,0.034
0,14,0.013
0,13.7,0.005
0,13.3,0.005
0,13.5,0.008
0,13.7,0.009
0,13.9,0.006
0,13.5,0.003
0,13.2,0.002
0,12.8,0.004
0.105,14.6,0.006
0.323,16.5,0.001
0.512,18.3,0.008
0.65,20,0.018
0.734,21.6,0.034
0.768,23.3,0.054
0.756,24.1,0.073
0.69,24.8,0.092
0.579,25.6,0.099
0.42,23.9,0.118
0.205,22.3,0.138
0.028,20.6,0.213
0,18.7,0.315
0,16.9,0.304
0,15,0.259
0,14.1,0.221
0,13.1,0.206
0,12.2,0.204
0,11.8,0.207
0,11.5,0.218
0,11.1,0.228
0,11.1,0.241
0,11.1,0.253
0,11.1,0.256
0.104,14.1,0.214
0.322,17,0.206
0.511,20,0.171
0.648,22.2,0.084
0.731,24.5,0.009
0.77,26.7,0.001
0.756,27.1,0.003
0.695,27.4,0.013
0.586,27.8,0.029
0.426,25.4,0.071
0.221,23,0.174
0.026,20.6,0.317
0,18.7,0.433
0,16.9,0.425
0,15,0.375
0,15.2,0.325
0,15.4,0.299
0,15.6,0.293
0,15.4,0.305
0,15.2,0.328
0,15,0.362
0,14.8,0.391
0,14.6,0.41
0,14.4,0.418
0.092,15.2,0.391
0.303,15.9,0.414
0.492,16.7,0.398
0.63,16.9,0.356
0.71,17,0.294
0.73,17.2,0.227
0.701,17.2,0.184
0.604,17.2,0.187
0.459,17.2,0.222
0.319,16.8,0.251
0.159,16.5,0.31
0.019,16.1,0.4
0,15.7,0.45
0,15.4,0.464
0,15,0.465
0,15.2,0.469
0,15.4,0.492
0,15.6,0.532
0,15.6,0.574
0,15.6,0.609
0,15.6,0.673
0,15.2,0.644
0,14.8,0.611
0,14.4,0.574
0.07,14.6,0.539
0.248,14.8,0.562
0.42,15,0.541
0.554,15.7,0.513
0.647,16.5,0.489
0.701,17.2,0.46
0.678,17,0.447
0.622,16.9,0.454
0.54,16.7,0.452
0.393,16.1,0.445
0.19,15.6,0.46
0.02,15,0.481
0,15,0.456
0,15,0.442
0,15,0.447
0,14.8,0.47
0,14.6,0.501
0,14.4,0.525
0,14.4,0.578
0,14.4,0.58
0,14.4,0.547
0,14.2,0.513
0,14.1,0.484
0,13.9,0.459
0.044,14.6,0.433
0.186,15.4,0.496
0.365,16.1,0.473
0.515,16.5,0.438
0.621,16.8,0.419
0.649,17.2,0.42
0.552,17.6,0.428
0.445,17.9,0.431
0.332,18.3,0.419
0.197,17.6,0.413
0.078,16.8,0.416
0.007,16.1,0.405
0,15.2,0.338
0,14.2,0.283
0,13.3,0.267
0,12.6,0.267
0,11.8,0.309
0,11.1,0.38
0,12,0.413
0,13,0.433
0,13.9,0.435
0,13.5,0.429
0,13.2,0.413
0,12.8,0.388
0.032,14.1,0.345
0.112,15.4,0.41
0.205,16.7,0.414
0.319,18,0.388
0.478,19.3,0.362
0.536,20.6,0.362
0.36,21,0.411
0.234,21.3,0.52
0.165,21.7,0.593
0.096,20.2,0.594
0.042,18.7,0.544
0.003,17.2,0.398
0,15.5,0.206
0,13.9,0.115
0,12.2,0.098
0,11.5,0.102
0,10.7,0.171
0,10,0.267
0,9.6,0.353
0,9.3,0.368
0,8.9,0.341
0,9.8,0.284
0,10.8,0.209
0,11.7,0.155
0.01,12.1,0.167
0.076,12.4,0.192
0.185,12.8,0.185
0.277,14.1,0.165
0.325,15.4,0.152
