name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.0632359006473402,0.0646534959748728
u_t_amb,8.162490702579413e-05,0.0004507874219436998
capex_pv,0.022580011331735712,0.022769767987416707
opex_pv,0.0009842689652925214,0.0014921152330254065
capex_pemel,0.49203480519223736,0.49790552641664426
opex_pemel,0.09313439150904827,0.09515376303895441
life_pemel,0.02195602075500601,0.023138777587694326
repl_pemel,0.00012241869885171937,0.0006864323638093682
capex_dcdc,0.0006544136212234777,0.0014218318101578461
opex_dcdc,0.000270890734038523,0.0006658676786248852
int_rate,0.22599149965498652,0.23081175006684274
infl_rate,0.06973331346173423,0.07007032494149414
