name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.05142181625556162,0.05142181625556162
u_t_amb,0.0004926565905904714,0.0004926565905904714
capex_pv,0.021881894814435754,0.021881894814435754
opex_pv,0.0005785063745623178,0.0005785063745623178
capex_pemel,0.5179206577194695,0.5179206577194695
opex_pemel,0.07800055662827371,0.07800055662827371
life_pemel,0.028786310770010985,0.028786310770010985
repl_pemel,1.1373586241835286e-07,1.1373586241835286e-07
capex_dcdc,0.00022637364361054147,0.00022637364361054147
opex_dcdc,0.0018539082696058225,0.0018539082696058225
int_rate,0.2341328898619767,0.2341328898619767
infl_rate,0.06470431533604028,0.06470431533604028
