32.95806624,0.7940903,4.38406682,582.5768024
49.58522251,0.47556301,0.96095425,426.6723452
2.13812492,5.05838818,9.58814251,731.4949283
36.32824013,8.93564731,4.92193427,489.0302721
38.28434677,3.47423822,7.17034042,694.281161
28.80024895,6.17986042,5.11818628,884.8316495
32.4411665,1.95099226,1.26075923,784.2289876
42.25462844,9.31062057,7.53596178,132.3774843
23.86077507,5.98652954,6.27832012,620.5408793
20.76354805,7.23416256,6.98311803,943.3214975
17.53306573,6.51619079,9.18460941,378.10349
13.44766733,9.74192429,2.44869547,178.5187259
6.18146532,4.96731859,5.69619275,333.9112273
26.52967979,2.88501346,3.47452005,961.2733542
43.28293832,7.56667509,2.93690309,61.09122649
4.13172322,3.66064676,3.68634078,234.6793904
47.30449339,1.07118341,8.03641566,7.17461631
9.54280198,2.4102645,0.49575377,266.8658198
11.46877814,8.00493618,8.64549877,809.0848919
16.86014337,4.02044142,1.9826224,527.8219365
-
9.54280198,2.4102645,0.49575377,266.8658198
9.54280198,2.4102645,0.49575377,266.8658198
49.58522251,0.47556301,0.96095425,426.6723452
4.13172322,3.66064676,3.68634078,234.6793904
4.13172322,3.66064676,3.68634078,234.6793904
16.86014337,4.02044142,1.9826224,527.8219365
16.86014337,4.02044142,1.9826224,527.8219365
48.75325322,0.579776541,1.227638513,426.6723452
25.42402883,4.287902306,0.867512209,333.9112273
32.4411665,1.95099226,1.26075923,784.2289876
13.44766733,9.74192429,2.44869547,178.5187259
25.22549091,0.694471377,4.464077614,582.5768024
2.13812492,9.577742753,4.093783325,922.1006127
32.95806624,0.7940903,4.38406682,582.5768024
31.14181896,8.353149419,1.26075923,784.2289876
23.81736547,6.348324384,3.369702571,378.10349
6.18146532,4.96731859,5.69619275,333.9112273
43.28293832,7.56667509,2.93690309,61.09122649
43.28293832,7.56667509,2.93690309,61.09122649
26.52967979,2.88501346,3.47452005,961.2733542
-
9.54280198,2.4102645,0.49575377,266.8658198
9.54280198,2.4102645,0.49575377,266.8658198
