name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.15043438825128305,0.15043438825128305
u_t_amb,0.000400665829894643,0.000400665829894643
capex_pv,0.015844149576899065,0.015844149576899065
opex_pv,0.0006402226592313032,0.0006402226592313032
capex_pemel,0.44705695824412955,0.44705695824412955
opex_pemel,0.06659206916390996,0.06659206916390996
life_pemel,0.026257053350571553,0.026257053350571553
repl_pemel,6.662153770629839e-06,6.662153770629839e-06
capex_dcdc,0.005633999732538216,0.005633999732538216
opex_dcdc,0.00506297625827052,0.00506297625827052
int_rate,0.2208311985030098,0.2208311985030098
infl_rate,0.06123965627649147,0.06123965627649147
