total electricity
0.572933174
0.504068505
0.48295505
0.474723041
0.472054148
0.499111036
0.625515541
0.817665527
0.789410864
0.699621602
0.723260295
0.70941359
0.697389574
0.680509273
0.678124561
0.717406345
0.866827497
1.137143354
1.301199702
1.276588799
1.195984184
1.105893062
0.927236113
0.745443073
0.565348119
0.502693567
0.478048719
0.470404978
0.471495822
0.500345278
0.622694588
0.806025557
0.772296936
0.676948128
0.698724393
0.678064269
0.664377451
0.643920387
0.642810501
0.68311607
0.82923269
1.097831621
1.260905918
1.233326251
1.149301564
1.060668409
0.885578791
0.712917949
0.544005639
0.471517502
0.447639363
0.442616183
0.446657251
0.480679383
0.601239326
0.772448809
0.755052295
0.664683954
0.674886641
0.669385131
0.644942962
0.623771955
0.627967492
0.670645206
0.822122791
1.12825327
1.271374508
1.240287068
1.155888478
1.065794125
0.889067855
0.717527161
0.550151405
0.485905249
0.463159927
0.461473534
0.464341571
0.499793235
0.620091104
0.811743629
0.7794691
0.687400899
0.713459969
0.694761827
0.667317546
0.645928435
0.640619395
0.678636914
0.827800723
1.134131673
1.281476512
1.255742408
1.173335229
1.083330564
0.914878543
0.74872078
0.590660535
0.52917007
0.510932668
0.520013143
0.528256681
0.570734252
0.713767598
0.868899657
0.839194856
0.711515034
0.759585676
0.733232572
0.708240814
0.649490629
0.620390631
0.660428459
0.82713606
1.149672994
1.297327417
1.271869102
1.189619216
1.104979357
0.946286819
0.784778142
0.630606697
0.574492456
0.558386411
0.560284702
0.560863346
0.596216722
0.749206057
0.907486203
0.88082688
0.768910429
0.797322934
0.744639519
0.700582492
0.666931039
0.649603257
0.693203337
0.855146752
1.183417433
1.32415808
1.293156716
1.209829849
1.125382824
0.956443419
0.794193233
0.637802204
0.577254565
0.558369595
0.556400152
0.561776797
0.597878135
0.72575408
0.914183599
0.905322066
0.806163243
0.851502518
0.792704208
0.737581919
0.679956892
0.658633273
0.701189756
0.864130208
1.191552887
1.330639301
1.312874023
1.237262083
1.150685357
0.97383903
0.807456413
0.639863857
0.57782498
0.562304414
0.565616766
0.56853952
0.606019803
0.770213909
0.958520848
0.91940772
0.822054555
0.824321364
0.762574655
0.69652326
0.648491349
0.631559861
0.678512478
0.84942043
1.170882464
1.31597568
1.291804254
1.215459553
1.130415616
0.954456326
0.781399416
0.607114171
0.546675698
0.523998784
0.526902685
0.532828377
0.579612727
0.703779755
0.898878163
