name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.14938119589418078,0.15216448793471862
u_t_amb,0.0001768998951643912,0.00030998490710694757
capex_pv,0.0332970267531119,0.03358563879943645
opex_pv,0.0010120720302074886,0.0012632032371567726
capex_pemel,0.40228380510538914,0.40747636349022237
opex_pemel,0.07250476619570387,0.07428263197050718
life_pemel,0.016884121088875687,0.01766803969484279
repl_pemel,7.135681810416528e-05,0.0006321123436436691
capex_dcdc,0.008892687604206482,0.009719872526153963
opex_dcdc,0.003262249415454452,0.0036465865964814734
int_rate,0.23268416908249234,0.23656060810126242
infl_rate,0.07078693381281227,0.07145318670276456
