name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.1197131944413341,0.1197131944413341
u_t_amb,0.000851750088583734,0.000851750088583734
capex_pv,0.031009828671183993,0.031009828671183993
opex_pv,0.005607653962550092,0.005607653962550092
capex_pemel,0.4087857530439305,0.4087857530439305
opex_pemel,0.0688104017503817,0.0688104017503817
life_pemel,0.020778489426489858,0.020778489426489858
repl_pemel,0.00018272296822767584,0.00018272296822767584
capex_dcdc,0.00566927846457691,0.00566927846457691
opex_dcdc,0.0038052174885242537,0.0038052174885242537
int_rate,0.27244076486403346,0.27244076486403346
infl_rate,0.062344944830183775,0.062344944830183775
