name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.058348111427678685,0.058348111427678685
u_t_amb,0.0001255140121571832,0.0001255140121571832
capex_pv,0.11712935029468698,0.11712935029468698
opex_pv,0.006307280562432717,0.006307280562432717
capex_pemel,0.3155485178122721,0.3155485178122721
opex_pemel,0.05347697253886639,0.05347697253886639
life_pemel,0.011441858777976325,0.011441858777976325
repl_pemel,0.00024554939781166443,0.00024554939781166443
capex_dcdc,0.009226818395288543,0.009226818395288543
opex_dcdc,0.010287699220429219,0.010287699220429219
int_rate,0.3341393572670464,0.3341393572670464
infl_rate,0.08372297029335377,0.08372297029335377
