name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.021902991795448547,0.022198568007860065
u_t_amb,2.4309996614747306e-05,9.231106989193602e-05
capex_pv,0.2705491236250855,0.27368640417847295
opex_pv,0.0068397710783252115,0.00693476247036641
capex_pemel,0.1694346121024917,0.17093672109618602
opex_pemel,0.02997232052547365,0.030805501295894627
life_pemel,0.005624342155680024,0.005876069230975795
repl_pemel,0.00019995898378497192,0.00039294945333809685
capex_dcdc,0.022836769223234202,0.023546541404661985
opex_dcdc,0.007962833508824825,0.008533702936432398
int_rate,0.36147351052568416,0.36504444917747647
infl_rate,0.096808846987177,0.09832262917061857
