name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.01897953922143645,0.01897953922143645
u_t_amb,8.799217314319423e-05,8.799217314319423e-05
capex_pv,0.26653530074006004,0.26653530074006004
opex_pv,0.010654458065269316,0.010654458065269316
capex_pemel,0.1621694301447728,0.1621694301447728
opex_pemel,0.03130534588218763,0.03130534588218763
life_pemel,0.00479545722882885,0.00479545722882885
repl_pemel,1.8294679415286738e-06,1.8294679415286738e-06
capex_dcdc,0.013381122472718165,0.013381122472718165
opex_dcdc,0.007417140319420189,0.007417140319420189
int_rate,0.39207231894383365,0.39207231894383365
infl_rate,0.09260006534038814,0.09260006534038814
