name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,1.7477348037163827e-06,1.7477348037163827e-06
u_t_amb,0.0011632334606381332,0.0011632334606381332
capex_pv,0.0440424774355897,0.0440424774355897
opex_pv,0.0056731416869404,0.0056731416869404
capex_pemel,0.4871015202361729,0.4871015202361729
opex_pemel,0.0913819088822441,0.0913819088822441
life_pemel,0.02205242670654841,0.02205242670654841
repl_pemel,0.00011661426250305058,0.00011661426250305058
capex_dcdc,0.0012250394599465633,0.0012250394599465633
opex_dcdc,4.864473367077873e-05,4.864473367077873e-05
int_rate,0.2836095619578977,0.2836095619578977
infl_rate,0.06358368344304448,0.06358368344304448
