name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.0013364129545343586,0.0018083787254649496
u_t_amb,7.325651804697314e-05,0.00022473328522541267
capex_pv,0.04583933149969753,0.04663696609517988
opex_pv,0.001195262125859168,0.0014895875564552939
capex_pemel,0.5026206117245827,0.5073231530520002
opex_pemel,0.09226647678483611,0.0936633241392965
life_pemel,0.021175815496964585,0.02174995186216267
repl_pemel,0.0003651630696361912,0.000748780091544365
capex_dcdc,4.1435205058522155e-06,0.0003245116279535951
opex_dcdc,6.821052872855158e-06,0.00031807160740910816
int_rate,0.25429765069974114,0.257613971339491
infl_rate,0.07390026015999981,0.07501736501054053
