name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.040381688547842305,0.041036226354300334
u_t_amb,1.7698827430297394e-05,0.00012980789274546082
capex_pv,0.1728248280588796,0.17501936061724235
opex_pv,0.004211991263425213,0.0043900510972438534
capex_pemel,0.23369181017383056,0.23597702449489688
opex_pemel,0.040877180905896905,0.04202464017722991
life_pemel,0.008220580971132676,0.008569698811981344
repl_pemel,0.000267163844969098,0.0005724689717723935
capex_dcdc,0.04011078672242345,0.04131362560906869
opex_dcdc,0.013499995374992661,0.01450027447424799
int_rate,0.34609212889189356,0.3494750071608846
infl_rate,0.09272148011084354,0.0940744806448262
