name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.036311228743951804,0.036311228743951804
u_t_amb,8.663902358413353e-05,8.663902358413353e-05
capex_pv,0.16948949814952852,0.16948949814952852
opex_pv,0.008659854499501159,0.008659854499501159
capex_pemel,0.2251910304255004,0.2251910304255004
opex_pemel,0.042057733639628406,0.042057733639628406
life_pemel,0.00729970768170439,0.00729970768170439
repl_pemel,1.12363564965274e-05,1.12363564965274e-05
capex_dcdc,0.02693731283412418,0.02693731283412418
opex_dcdc,0.013651417539816095,0.013651417539816095
int_rate,0.38377247991720254,0.38377247991720254
infl_rate,0.08653186118896186,0.08653186118896186
