name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.018890600107371716,0.018890600107371716
u_t_amb,0.0005314922411179858,0.0005314922411179858
capex_pv,0.025074619321461926,0.025074619321461926
opex_pv,0.0006554492394206357,0.0006554492394206357
capex_pemel,0.535758291171804,0.535758291171804
opex_pemel,0.08211155595891967,0.08211155595891967
life_pemel,0.028896488947562044,0.028896488947562044
repl_pemel,2.4435736131344924e-06,2.4435736131344924e-06
capex_dcdc,1.2922778472603538e-05,1.2922778472603538e-05
opex_dcdc,0.0012412461614409868,0.0012412461614409868
int_rate,0.2408976768672572,0.2408976768672572
infl_rate,0.06592721363155815,0.06592721363155815
