name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.02652849293638214,0.02741828901691521
u_t_amb,7.71564016826462e-05,0.0004727288323977299
capex_pv,0.025683516119387004,0.02587582092811412
opex_pv,0.0011010761554513659,0.0016324516932521137
capex_pemel,0.512242191525724,0.5181652338516709
opex_pemel,0.09691975031718643,0.09889254470291156
life_pemel,0.02280179549080756,0.024031791974279716
repl_pemel,0.000124125143194384,0.0007221351554429907
capex_dcdc,7.085711085265568e-05,0.0007920669012631546
opex_dcdc,4.0746532244161836e-05,0.00039479514146198094
int_rate,0.23330490119917763,0.23806953372921114
infl_rate,0.0721494962023382,0.07248850293865138
