name,First-order Sobol indices,Total-order Sobol indices
u_sol_irr,0.0012450119301617756,0.0012450119301617756
u_t_amb,0.0005638484007592028,0.0005638484007592028
capex_pv,0.028294263655229128,0.028294263655229128
opex_pv,0.000836643208766438,0.000836643208766438
capex_pemel,0.5404894030799776,0.5404894030799776
opex_pemel,0.08552294036114835,0.08552294036114835
life_pemel,0.028106386299976544,0.028106386299976544
repl_pemel,5.913968029499363e-06,5.913968029499363e-06
capex_dcdc,0.00032914194907658997,0.00032914194907658997
opex_dcdc,0.000884687287396902,0.000884687287396902
int_rate,0.2473407800069825,0.2473407800069825
infl_rate,0.06638097985249547,0.06638097985249547
